,ARNT_(+),ATF1_(+),ATF3_(+),BACH1_(+),BCL11A_(+),BCL3_(+),BCL6_(+),BHLHE40_(+),CBFB_(+),CEBPB_(+),CEBPG_(+),CREM_(+),CUX1_(+),DEAF1_(+),E2F1_(+),E2F7_(+),E2F8_(+),EBF1_(+),ELF1_(+),EP300_(+),ESRRA_(+),ETS1_(+),ETV6_(+),FEZF1_(+),FOSL1_(+),FOSL2_(+),FOXA1_(+),FOXA2_(+),GABPA_(+),GATA1_(+),GATA2_(+),GLI2_(+),GLI4_(+),GLIS1_(+),GLIS2_(+),GMEB2_(+),HES1_(+),HIC1_(+),HNF4A_(+),HSF1_(+),IKZF2_(+),IRF1_(+),IRF2_(+),IRF4_(+),JUN_(+),JUND_(+),KLF10_(+),KLF11_(+),KLF13_(+),MAFG_(+),MAFK_(+),MAZ_(+),MEF2D_(+),MITF_(+),MNT_(+),MYBL2_(+),MYC_(+),NANOG_(+),NFE2_(+),NFE2L2_(+),NFIL3_(+),NR2F1_(+),NR2F6_(+),NR4A1_(+),NRF1_(+),PAX5_(+),PKNOX1_(+),REST_(+),RFX5_(+),RUNX1_(+),RUNX3_(+),RXRA_(+),SALL1_(+),SALL2_(+),SOX6_(+),SREBF1_(+),SREBF2_(+),SRF_(+),STAT1_(+),STAT3_(+),TBX21_(+),TCF7_(+),TCF7L2_(+),TFDP1_(+),TGIF2_(+),THAP1_(+),THRB_(+),UBTF_(+),VEZF1_(+),WT1_(+),YBX1_(+),ZBTB20_(+),ZBTB33_(+),ZBTB44_(+),ZBTB7B_(+),ZEB1_(+),ZFP64_(+),ZHX2_(+),ZIC2_(+),ZIK1_(+),ZKSCAN1_(+),ZNF114_(+),ZNF132_(+),ZNF148_(+),ZNF155_(+),ZNF2_(+),ZNF211_(+),ZNF217_(+),ZNF274_(+),ZNF282_(+),ZNF300_(+),ZNF302_(+),ZNF331_(+),ZNF341_(+),ZNF354C_(+),ZNF398_(+),ZNF404_(+),ZNF433_(+),ZNF48_(+),ZNF491_(+),ZNF501_(+),ZNF510_(+),ZNF521_(+),ZNF524_(+),ZNF529_(+),ZNF530_(+),ZNF548_(+),ZNF549_(+),ZNF558_(+),ZNF577_(+),ZNF585B_(+),ZNF614_(+),ZNF662_(+),ZNF677_(+),ZNF692_(+),ZNF76_(+),ZNF837_(+),ZSCAN30_(+)
SRR13988799,0.04554177005789909,0.033649622452849706,0.06274871794871795,0.2651505728314239,0.028569144801221844,0.0009070034443168773,0.09661886422755987,0.00399628252788104,0.02111226611226611,0.08535897435897435,0.031932734916486766,0.017583050847457628,0.1034971694971695,0.13435013262599468,0.004834200445943628,0.00555511938693656,0.013029502973896821,0.016544496443044805,0.034907161803713525,0.12832082478665702,0.0370150656352618,0.0,0.10717190449672352,0.0,0.012583520494104435,0.08655910279344985,0.002604850563449289,0.0,0.02474153620075736,0.04889147140862562,0.01842303365925413,0.0,0.0,0.0,0.010354645354645354,0.02241758241758242,0.003862298195631529,0.003050902585786307,0.0,0.0,0.07102956692430376,0.12180782848563147,0.14138878824111986,0.015812610572500174,0.044694638694638696,0.059000178062678064,0.11343799058084772,0.0,0.07978043029767168,0.01856906534325889,0.03308223295329313,0.01987893967856397,0.09210533869115957,0.08970439832444782,0.005934065934065935,0.007567981020412131,0.047455543071270916,0.0,0.0954360557138335,0.15866356824433273,0.12890844462849846,0.045714285714285714,0.029249193919852607,0.0,0.06613375013955565,0.018650078514443492,0.051281753130590337,0.08079297245963912,0.046468104696311636,0.0811073950204385,0.09519577377252952,0.006730769230769231,0.0,0.017965148867420618,0.05434929451945546,0.028912735514945463,0.018148726196480745,0.13613282302840818,0.1288911465892598,0.1828691491500964,0.07494096454367992,0.08146999935413034,0.08477638640429339,0.015881876804360144,0.0,0.0,0.02320099255583127,0.08646470189483198,0.13443849712059594,0.0,0.14023924894003634,0.06489901160292222,0.045994628812583926,0.11379873551106427,0.10750289911093933,0.12442904351018907,0.0,0.06893768415773306,0.02087912087912088,0.028641155798516206,0.0,0.0,0.0,0.12636314315666333,0.0,0.1303970223325062,0.0,0.17885491041357945,0.019158653846153846,0.0416289592760181,0.0,0.0,0.0,0.0,0.20477732793522266,0.08815971887936844,0.0,0.0,0.18043956043956044,0.0278682899833979,0.026113802649792368,0.009362332582671565,0.0,0.025194736842105263,0.02788276032649023,0.0,0.047818816344336185,0.019851768235626118,0.06346153846153846,0.0,0.0032810791104629965,0.038711538461538464,0.01811939594148183,0.0,0.06389010989010989,0.0,0.0127392324451148,0.09505016722408027
SRR14694911,0.03389578163771712,0.009950694755714926,0.014143589743589743,0.15233142389525367,0.02711769386243289,0.17901645618063527,0.14777591973244147,0.011319345152988276,0.0,0.2884871794871795,0.02217020793091694,0.02447640156453716,0.1514901764901765,0.1610079575596817,0.013192938786100984,0.007643957994523781,0.014920167555947241,0.013720964079143822,0.0,0.0791173251843391,0.07435872375730661,0.0,0.13011992196666422,0.0,0.028469083380123526,0.1444330535296546,0.0008268005879470847,0.0,0.0020669191205561523,0.060448699943102265,0.009533760203051541,0.0,0.04337044534412955,0.013057199211045364,0.040684315684315686,0.13692307692307693,0.020667616334283,0.025447389819482844,0.0,0.0,0.027117286222549383,0.13573364991794407,0.12836706040073914,0.011008421201613472,0.08200932400932401,0.10752403846153846,0.0921193092621664,0.0,0.06588859416445624,0.011359250068927488,0.06668874105836857,0.03070436555721465,0.15608065442020666,0.09388328255902513,0.03619263089851325,0.013642583505649149,0.04914364978550174,0.0,0.13568930041152266,0.14637674286256286,0.17899126893743314,0.0514027149321267,0.028972823583602026,0.0,0.07489176683661444,0.01778027197262709,0.04674418604651163,0.019677113010446345,0.04470576120469813,0.07566703827573393,0.09268633169192522,0.16801282051282052,0.0,0.021789871080484025,0.057478954577331966,0.0775945601359966,0.02325374242236793,0.22441323917848094,0.1464245283018868,0.20671134032813254,0.05861626778160561,0.09225343925595816,0.045847495527728085,0.018349027331840382,0.0,0.0,0.0035980148883374688,0.08999612640821203,0.050337679036930594,0.0,0.20118614980819705,0.0,0.0243387094394192,0.052855637513171766,0.20046772323154236,0.07502386634844868,0.0,0.07248417027145633,0.017111459968602825,0.02687231550175713,0.0,0.0,0.0,0.033946295411967815,0.0,0.08138957816377171,0.0,0.050625084197763716,0.048032852564102564,0.04588235294117647,0.0,0.0,0.0,0.05402714932126697,0.17265182186234818,0.05974535477038606,0.0,0.0,0.23857142857142855,0.025384615384615384,0.021176092544987143,0.004751688988977125,0.0,0.03894858299595141,0.017167944595597333,0.0,0.04096989966555184,0.00911648455382767,0.05107466063348416,0.0,0.0,0.0,0.010271354412458708,0.0,0.0984065934065934,0.0,0.02802664655605832,0.07141583054626532
SRR14694912,0.0071464019851116625,0.008757714719166983,0.03367179487179487,0.1784148936170213,0.02600299973477955,0.11378874856486795,0.1353586027499071,0.012220117243351444,0.037338877338877335,0.33782051282051284,0.027044654016589027,0.03230691003911343,0.14565601065601064,0.16246684350132626,0.015515605828052231,0.008224715156155138,0.017435000165933485,0.01743623201134211,0.0,0.06425956380554841,0.07838235728458773,0.0,0.13624002255541662,0.0,0.03731488629983155,0.13267304252098527,0.0007508574228319451,0.0,0.0027340756231277906,0.05769149486737064,0.00698840529549191,0.0,0.04089068825910931,0.015009861932938856,0.03801531801531802,0.10027472527472528,0.01871415004748338,0.029116279069767437,0.0,0.0,0.027794994479205002,0.14119036279199693,0.1358407007500272,0.042243861014790184,0.0778006993006993,0.1065491452991453,0.10932496075353218,0.0,0.06309313292071912,0.015144747725392888,0.06097180756206544,0.03592376732013551,0.1271541331802526,0.09438547220106626,0.025869424692954102,0.021401332719694563,0.043652298656684456,0.0,0.13889838556505224,0.1486626197476999,0.1923694654381061,0.05285067873303168,0.028258866881621374,0.0,0.0676414474092268,0.019482893687579262,0.040768336314847935,0.017350427350427352,0.06442766541278235,0.07628390932738759,0.09841468661853994,0.1607051282051282,0.0,0.015128260081110487,0.05700411920633755,0.06937030740898144,0.024506228647017958,0.2229567139237777,0.225510885341074,0.1900676019352015,0.06290687853310296,0.040090421752890265,0.054098837209302315,0.015152308231929418,0.00018681318681318683,0.0,0.0,0.07416766196455664,0.05602918651299664,0.0,0.21022208762366246,0.0,0.02566365152208237,0.05361433087460485,0.2024275222265172,0.07570497521571508,0.0,0.047001755375838505,0.0,0.025993752440452947,0.0,0.0,0.0,0.03481490481747617,0.0,0.07853598014888337,0.0,0.044231442812878885,0.034881810897435896,0.047194570135746614,0.0,0.0,0.0,0.05504524886877828,0.15432692307692308,0.05178299797824203,0.0,0.0,0.2363736263736264,0.021078029883785283,0.019157603322127743,0.003971790920943463,0.0,0.038534008097165985,0.015248577788770716,0.0,0.04046095681256362,0.007324005723310608,0.04819004524886878,0.0,0.0,0.0,0.008685700802265219,0.0,0.08278021978021978,0.0,0.0263590581531758,0.06188405797101449
SRR14694913,0.043928866832092635,0.01513602041168155,0.0465948717948718,0.2931432078559738,0.01878221742589832,0.048888251052430165,0.1648337049424006,0.007502502144695453,0.01212058212058212,0.1483076923076923,0.02406090217020793,0.027869882659713168,0.1762927072927073,0.09575596816976127,0.009020463271220804,0.010734754484477138,0.014477899503305762,0.011237694942473935,0.03161803713527851,0.15738618219221498,0.04194234192628552,0.0,0.13694291798444236,0.0,0.017725470241437394,0.14958717490023393,0.0012947084762371386,0.0,0.005988017860170689,0.11099030886318716,0.008679155490179112,0.0,0.0,0.02660749506903353,0.016829836829836832,0.029157509157509164,0.005392212725546058,0.0057095462676858035,0.0,0.0,0.043434179855232485,0.1260417053668075,0.13868733166660627,0.009444908357511855,0.06972144522144523,0.08266826923076923,0.08459968602825746,0.0,0.10558797524314767,0.047507582023711054,0.04009597852004729,0.020431899555255848,0.13472158438576348,0.10034272658035034,0.024418228829993536,0.01167111770844812,0.019624767386485092,0.0,0.2008657803102248,0.16083467703689652,0.1864544293750216,0.05114414996767938,0.024735145094426533,0.0,0.05469192313894782,0.012486079933675495,0.04115921288014311,0.03945868945868946,0.037162465851338984,0.07629877369007804,0.10624181287947602,0.08243589743589744,0.0,0.0020373240133205843,0.14060582967702082,0.03387377815554611,0.019367523482332345,0.16701525524230498,0.12178519593613933,0.21629656135038267,0.061693506275036177,0.002170122069366402,0.04290250447227192,0.03367104659633597,0.0,0.0,0.0,0.051537815939830214,0.1182556660349438,0.0,0.2803099131839289,0.059651912333476574,0.028256651271230213,0.10859220231822972,0.1401159644375725,0.08365981274095832,0.0,0.07484922575387122,0.005259026687598117,0.01991409605622804,0.0,0.0,0.0,0.09913489441902916,0.0,0.04007444168734491,0.0,0.15610130674929273,0.011912393162393162,0.045294117647058825,0.0,0.0,0.0,0.0,0.15163967611336032,0.0688312313468759,0.0,0.0,0.09098901098901101,0.03155727725511898,0.017209808186671942,0.005664335664335664,0.0,0.0163919028340081,0.006500123670541678,0.0,0.04122437109204595,0.00817769988266223,0.048812217194570136,0.0,0.0,0.0,0.007602642756016989,0.0,0.0,0.0,0.007453159041394336,0.06926421404682273
SRR14694914,0.008643507030603804,0.01115057063062442,0.05398974358974359,0.1361088379705401,0.03102991503799969,0.07139686184462304,0.10022685044424176,0.010678796110952243,0.02103950103950104,0.3139230769230769,0.040534030223838204,0.016672750977835722,0.12492540792540792,0.1623342175066313,0.0173397967306263,0.010099869068140643,0.01851755023175377,0.02047093584934068,0.0,0.05455235350049935,0.07965696211708287,0.0,0.1164018156409906,0.0,0.033496280179674334,0.08949841750378422,0.0006810387065164134,0.0,0.002468546882948059,0.05815053517834305,0.017038447117187275,0.0,0.03977732793522267,0.00960552268244576,0.039092574092574085,0.08885531135531136,0.014129154795821462,0.03881964547080826,0.0,0.0,0.031127714390872287,0.13396437026432487,0.13264617075497906,0.03685358431816573,0.06656643356643356,0.10637286324786324,0.16995290423861853,0.0,0.06785587975243147,0.02015715467328371,0.05800528983910073,0.04377197630171957,0.08285734787600459,0.10220582635186597,0.042149321266968326,0.018515080604909542,0.052140591950667836,0.0,0.11928220955998732,0.12067343260931425,0.13695655174793805,0.046955397543632836,0.02855826807922616,0.0,0.07112785778968653,0.026479110239899392,0.039671735241502686,0.012962962962962964,0.0629051954424031,0.06947974730583427,0.04643543529186786,0.13307692307692304,0.0,0.0238532427709453,0.0570925289698946,0.06265618359541011,0.026174592449490386,0.2161613929168239,0.19622060957910012,0.16079797489915898,0.058885002645994035,0.0653594264677388,0.035565742397137744,0.01958934786714513,0.005214285714285715,0.0,0.014516129032258062,0.07945511475515672,0.048811694152465626,0.0,0.21104583080961034,0.0,0.025783691658427896,0.05533403582718651,0.2324777734827986,0.0787919955939049,0.0,0.03732963450567363,0.0,0.026954314720812184,0.0,0.0,0.0,0.03232594610326675,0.0,0.09739454094292804,0.0,0.037635726795096316,0.03125667735042735,0.04113122171945701,0.0,0.0,0.0,0.04004524886877829,0.16915991902834007,0.05029508038894772,0.0,0.0,0.25,0.019231876037631438,0.020544789400830533,0.0039002805104500025,0.0,0.03892024291497976,0.015604748948800398,0.0,0.040788134360913185,0.008365275281668406,0.05164027149321267,0.0,0.0032227488151658767,0.0,0.008777725342142521,0.0,0.09484615384615384,0.0,0.02711421149656444,0.07237458193979933
SRR14694915,0.06441687344913151,0.03363927869530738,0.07430769230769231,0.31518576104746315,0.03794909596407635,0.04123421354764639,0.11029534475186648,0.006193165570488991,0.06060291060291061,0.12153846153846155,0.026102715600499943,0.031453455019556716,0.10234132534132534,0.1486737400530504,0.009556409230241487,0.010217975944623382,0.02288619175273698,0.029577870343650805,0.08944297082228117,0.1915647145360276,0.029504560502850143,0.0,0.12744125609854334,0.0,0.011877807411566537,0.12595018577129488,0.0024691327780499753,0.0,0.021126886339230204,0.041658337783292636,0.018475527097574343,0.0,0.0016194331983805667,0.0,0.014713619713619713,0.05435897435897436,0.007445868945868945,0.0061671816555537474,0.0,0.0,0.0738675009201325,0.12817444743182374,0.15885617836395038,0.05518632793149812,0.05355827505827506,0.0677394943019943,0.113861852433281,0.0,0.10476716769820217,0.028866832092638545,0.03703909271244515,0.019772811200488096,0.13199483352468427,0.08490241812642803,0.015875888817065288,0.017001315866235392,0.05124349342228142,0.0,0.07257597340930674,0.15615194916058048,0.14024260620492116,0.058177117000646414,0.029226163058498383,0.0,0.0551567365065188,0.0360341599305841,0.04712969588550984,0.09754510921177588,0.05223039972862793,0.08250836120401338,0.06478988382655257,0.0,0.0,0.027673019222526296,0.04471716217824239,0.031247343816404587,0.025437527955157548,0.13706215298366664,0.27998911465892595,0.1914509871183714,0.0546307699316948,0.20419169411612734,0.002361359570661896,0.016112295281008014,0.0,0.0,0.08548387096774193,0.08722295748733012,0.1360209552810454,0.0,0.11363214213607915,0.08047271164589599,0.05470178105033275,0.10857218124341413,0.0796598376497874,0.1408922342573894,0.0,0.0929835120055169,0.04332810047095762,0.030433424443576725,0.0,0.0,0.0,0.13177739976660008,0.0,0.11004962779156327,0.0,0.1893250707261215,0.020010016025641026,0.046108597285067866,0.0,0.0,0.0,0.0,0.18998987854251007,0.07851497063637239,0.0,0.0,0.17967032967032967,0.03241394576646375,0.022903895590270916,0.009357986646122241,0.0,0.022744939271255062,0.023457828345288152,0.0,0.045295913915951724,0.02317934195130565,0.0660633484162896,0.0,0.004710171345242435,0.0,0.026904200094384143,0.0,0.06023076923076924,0.0,0.015179152002681412,0.1156577480490524
SRR14694916,0.07212572373862698,0.027047202013584803,0.06612307692307692,0.3177774140752864,0.02808648015876645,0.08922502870264064,0.1547837066315327,0.013084072061767229,0.03133056133056133,0.07407692307692308,0.02528121804340416,0.03563702737940026,0.144004662004662,0.12811671087533155,0.007683995725274097,0.007195839439016719,0.017561386171471974,0.01981074739972146,0.07225464190981433,0.20068054467494725,0.033908499961067234,0.0,0.14636810509983575,0.0,0.013634018809657495,0.1457589101417366,0.0028990690837824595,0.0,0.012758379019951391,0.04247436257548212,0.017233134319748492,0.0,0.00045546558704453435,0.0,0.01346986346986347,0.04065934065934066,0.010286324786324786,0.009610343145226866,0.0,0.0,0.06570752054962581,0.13736460071929885,0.16536782733673924,0.0166773759818838,0.07114335664335664,0.0726923076923077,0.0700784929356358,0.0,0.1099086354258768,0.02145023435346016,0.03630933536377663,0.01917842750028097,0.1586308840413318,0.09770277989337396,0.013839689722042664,0.010505409312184405,0.03710584293857243,0.0,0.10618312757201646,0.17137342312434792,0.17202626220795805,0.055591467356173235,0.028949792722247805,0.0,0.05757619738751815,0.020579461183653537,0.04338908765652952,0.08568850902184236,0.04179281227473999,0.08884801189149015,0.10066931204283597,0.023653846153846157,0.0,0.015182663457416994,0.04535499355661947,0.03821646125513529,0.02510549205835609,0.1515028839415665,0.23522496371552976,0.22768609754078,0.06841370029123457,0.0829148097913841,0.0422025939177102,0.01690634864959663,0.0,0.0,0.04168734491315137,0.0822189224958843,0.13554459754773426,0.0,0.10710074702200686,0.0777009024495058,0.04075720462158214,0.10712750263435196,0.1095670660997294,0.12105103726822106,0.0,0.09853551501473262,0.039874411302982735,0.02604060913705584,0.0,0.0,0.0,0.1252860279345237,0.0,0.10508684863523574,0.0,0.2104715074767614,0.02626669337606837,0.04307692307692308,0.0,0.0,0.0,0.0,0.1829757085020243,0.08493116395494367,0.0,0.0,0.13087912087912087,0.035246264526840064,0.022071880561597784,0.008622338113863537,0.0,0.01991862348178137,0.019742765273311896,0.0,0.04518685473316853,0.0190668429208688,0.06385746606334841,0.0,0.0,0.0,0.018650306748466256,0.0,0.0629010989010989,0.0,0.011350511144628792,0.1131438127090301
SRR14694917,0.05070306038047973,0.023549288004689167,0.05054358974358975,0.23287356792144026,0.030089626222071824,0.11456946039035593,0.14097986554508293,0.015040034315127253,0.016694386694386696,0.15166666666666667,0.025301670264742643,0.030360886571056064,0.1276023976023976,0.15570291777188328,0.009157192929990371,0.009619322324003931,0.01869817805031841,0.01893042921847358,0.0470026525198939,0.1509165226439579,0.045042732059381856,0.0,0.12957710345020826,0.0,0.015583064289724871,0.12502752167331774,0.003003919647231749,0.0,0.00785146668173854,0.04964189402614827,0.018368377029794356,0.0,0.022520242914979758,0.0,0.018623043623043626,0.06391025641025641,0.01582573599240266,0.013227841925516343,0.0,0.0,0.055438964544227705,0.1342174936275708,0.1542951435438482,0.018187814025900504,0.07395920745920746,0.08357460826210826,0.07649921507064364,0.0,0.0979590333038609,0.02072511717673008,0.049820165507844585,0.023853860604017143,0.14064437428243398,0.09051551789794364,0.021499676793794442,0.012479273486267671,0.052431052034042,0.0,0.11011158594491928,0.1546409940244712,0.1614647824136384,0.054867485455720746,0.02911100875172732,0.0,0.06716894297445823,0.023949013036559275,0.046671735241502685,0.06214624881291547,0.039145117422934576,0.07693422519509475,0.11462303389587415,0.0,0.0,0.026712882060074515,0.04858962122036868,0.045148746281342966,0.02485834467400717,0.17156757048137564,0.20621915820029027,0.21632944558132933,0.07294059305312665,0.17282955499580185,0.033309481216457965,0.017758411353641097,0.0,0.0,0.08200992555831266,0.09723490106200974,0.09928583754694016,0.0,0.14940843932969916,0.046295659647614965,0.036919019020496095,0.07383561643835616,0.12632006184770006,0.1101459519001285,0.0,0.09661431885148268,0.038854003139717416,0.029777430691136274,0.0,0.0,0.0,0.08557540428201267,0.0,0.11699751861042185,0.0,0.13118011585612285,0.03573384081196581,0.04515837104072398,0.0,0.0,0.0,0.0038687782805429858,0.18538967611336032,0.07225618561663617,0.0,0.0,0.21956043956043955,0.02626452684006641,0.02393513941071782,0.007117853897514914,0.0,0.027802834008097167,0.022216176106851348,0.0,0.04489603024574669,0.01914247709768081,0.06300904977375565,0.0,0.0,0.0,0.02598159509202454,0.0,0.09267032967032968,0.0,0.021721216691804927,0.1083835005574136
SRR14694918,0.05749379652605459,0.019672447677826436,0.07337435897435897,0.2092201309328969,0.03178125714494755,0.16153080750095675,0.13750785446437622,0.010945095796396912,0.013035343035343035,0.16492307692307692,0.02600954436995796,0.03967535853976532,0.09886946386946388,0.15557029177718834,0.0139621255766702,0.01300333790904015,0.01975969143746336,0.022662208448866416,0.05856763925729443,0.147095306155401,0.04289579177149424,0.0,0.15383196915091465,0.0,0.019326923076923082,0.13601004541076098,0.006150906418422342,0.0,0.0051095913638161995,0.05064297539198225,0.018663724726716853,0.0,0.021558704453441296,0.0,0.029090909090909087,0.0836996336996337,0.020451092117758786,0.014164904862579281,0.0,0.0,0.059454300085879035,0.14738881944201962,0.1940672367356305,0.020913169627061072,0.0691993006993007,0.08780359686609687,0.060784929356357924,0.0,0.07670645446507515,0.022577888061759033,0.05164766465626065,0.022847807587945343,0.16852181400688862,0.07179693450114243,0.03957013574660633,0.017129078050962268,0.05245500034714786,0.0,0.11398385565052233,0.1552461348762212,0.15469700106981402,0.05600517129928895,0.029594656840165826,0.0,0.06936399836254699,0.030986260850625832,0.04319677996422183,0.060417853751187085,0.049089994972347915,0.07274619100706058,0.1226571688100588,0.0,0.0,0.02651224900260477,0.04991402074540672,0.04633163337583227,0.028233234042958157,0.16618565036925234,0.5023142235123367,0.21396562533268668,0.0698341960558918,0.14855712717173675,0.005509838998211092,0.01988398132908831,0.0,0.0,0.05099255583126551,0.10745601859324057,0.08967960807729722,0.0,0.14842923480718756,0.0649763644177052,0.03465242219894052,0.08871865121180189,0.10638964051024352,0.11249678722232423,0.0,0.1200188075982697,0.03406593406593406,0.028160874658336582,0.0,0.0,0.0,0.08050344872407099,0.0,0.10248138957816376,0.0,0.1083106560689748,0.044499866452991456,0.046108597285067866,0.0,0.0,0.0,0.028574660633484163,0.1837348178137652,0.07442331760854914,0.0,0.0,0.21582417582417585,0.03207194244604317,0.02358809570891833,0.007121409663782545,0.0,0.028624291497975712,0.02391046252782587,0.0,0.044314381270903015,0.019367597282252617,0.06363122171945701,0.0,0.0,0.0,0.02236904200094384,0.0,0.09445054945054944,0.0,0.02251315568962628,0.11438684503901896
SRR14694919,0.066848635235732,0.03428955625280143,0.06763076923076923,0.2737307692307692,0.03500688658624695,0.07657673172598546,0.12949376710246274,0.021816557048899052,0.036933471933471934,0.086,0.0262140665833428,0.03693142112125163,0.09328271728271728,0.14840848806366047,0.0062291816010871534,0.00975483801754048,0.018805205149100456,0.026648532677565458,0.08477453580901857,0.2115262021660218,0.03049476824268265,0.0,0.12010097401573976,0.0,0.0068318360471645145,0.1251788908765653,0.003740323370896619,0.0,0.02070366811733454,0.040845533424081634,0.022880649534192842,0.0,0.01027327935222672,0.0,0.012575757575757577,0.05318681318681319,0.010498100664767331,0.010917872824849571,0.0,0.0,0.08013961477119373,0.12648989140682287,0.15280269816539244,0.017323331682117332,0.057518648018648026,0.06882834757834758,0.06543171114599686,0.0,0.11375626289419392,0.01885856079404467,0.04160949365820426,0.01771687298299697,0.14977755453501726,0.063878046458492,0.019237233354880413,0.009535006579331177,0.05401490682258006,0.0,0.07077239632795189,0.15906667931328844,0.13453877212962004,0.05538461538461538,0.02943344081068632,0.0,0.06402019525386725,0.03083077766185041,0.04703220035778175,0.13187559354226022,0.047673347992270736,0.08752879970271274,0.10057799875699193,0.0,0.0,0.02660061327442382,0.04671220495266837,0.039329933418331214,0.025896801454144025,0.11410705622338417,0.2426182873730044,0.19958504358934928,0.07257768883811072,0.17605050700768585,0.0,0.017709575587513154,0.0,0.0,0.07593052109181142,0.10140449982246036,0.13910358982503668,0.0,0.11595396729254998,0.10441340782122906,0.05307788221753309,0.1151359325605901,0.06006184770003865,0.12760234991738573,0.0,0.11978935489937935,0.05031397174254317,0.030878563061304175,0.0,0.0,0.0,0.14269308475016884,0.0,0.11985111662531014,0.0,0.21686110736898828,0.028212473290598287,0.04375565610859729,0.0,0.0,0.0,0.0,0.205915991902834,0.09057860787522863,0.0,0.0,0.17813186813186813,0.037172108467072494,0.02508750247182124,0.00998893761605626,0.0,0.02403846153846154,0.03497567812680353,0.0,0.04936018612767195,0.02579000004950961,0.06572398190045249,0.0,0.0012103536274152386,0.0,0.0263850873053327,0.0,0.08465934065934066,0.0,0.01670956929780459,0.12927536231884054
SRR14694920,0.043283705541770065,0.02488949419025618,0.0526974358974359,0.22094108019639933,0.03592862826152566,0.048970531955606585,0.10195998445998446,0.011116313983414354,0.030187110187110188,0.1946923076923077,0.03390296557209408,0.022728552803129076,0.10375324675324676,0.15291777188328912,0.01148476359270482,0.01570002218770801,0.02034844188456192,0.02248168826769381,0.028859416445623343,0.10981897990060938,0.04894623788721314,0.0,0.10963433256630907,0.0,0.019772424199887704,0.09010251823310857,0.001327780499755022,0.0,0.009562991013395129,0.051160436209190266,0.02254261486544951,0.0,0.026265182186234817,0.0,0.028286713286713287,0.04064102564102564,0.015504273504273504,0.02220979020979021,0.0,0.0,0.0556394307446939,0.1232250008729355,0.14055358285928235,0.01826707239402732,0.05939044289044289,0.0841826923076923,0.11675039246467818,0.15523305690591935,0.08122310639552019,0.02751309622277364,0.04749584226661591,0.03055890050254484,0.0930840987370838,0.09311976389946687,0.04282805429864253,0.015663216028936094,0.057352826419223575,0.0,0.0873630895853118,0.13809352176799772,0.11747627428650308,0.05383322559793148,0.02883463841547674,0.0,0.07142991825139866,0.034743466790322516,0.04049284436493738,0.0608641975308642,0.055035769018759804,0.07132292827945001,0.05682554859683511,0.010256410256410256,0.0,0.028959082066668862,0.053294580218188815,0.04205128205128205,0.02452174078550424,0.1824208937523584,0.1679644412191582,0.18015690982859986,0.06355365760486723,0.1906129303106633,0.03447003577817531,0.019262067290829132,0.0,0.0,0.08461538461538462,0.09052035249685272,0.09320126202042384,0.0,0.1776711084191399,0.024907606360120328,0.038849400168218515,0.07303582718651212,0.17126787785079242,0.10990178079676886,0.0,0.06456052912043132,0.02205651491365777,0.029027723545490044,0.0,0.0,0.0,0.07977968290387935,0.0,0.12555831265508685,0.0,0.11225245857470026,0.03320579594017094,0.03891402714932127,0.0,0.0,0.0,0.02171945701357466,0.2003593117408907,0.06966785404832965,0.0,0.0,0.2357142857142857,0.03280575539568345,0.02505190824599565,0.00712061949350085,0.0,0.03076275303643725,0.025809217577706326,0.0,0.04859677184818962,0.019044844152007696,0.06244343891402715,0.0,0.0,0.022740384615384614,0.022588485134497405,0.0,0.0906923076923077,0.0,0.02282637841461371,0.09722965440356744
