"","geneName","regulon","log2FC","direction"
"1","SNX1","ARNT",-0.00604689357590605,"Downregulated"
"2","ZIC2","ARNT",-0.00604689357590605,"Downregulated"
"3","FBXW11","ARNT",-0.00604689357590605,"Downregulated"
"4","RUNX1T1","ARNT",-0.00604689357590605,"Downregulated"
"5","KIF9","ARNT",-0.00604689357590605,"Downregulated"
"6","AGO1","ARNT",-0.00604689357590605,"Downregulated"
"7","ARCN1","ARNT",-0.00604689357590605,"Downregulated"
"8","CRKL","ARNT",-0.00604689357590605,"Downregulated"
"9","TM9SF4","ARNT",-0.00604689357590605,"Downregulated"
"10","HOXA3","ARNT",-0.00604689357590605,"Downregulated"
"11","CASP2","ARNT",-0.00604689357590605,"Downregulated"
"12","CORO1C","ARNT",-0.00604689357590605,"Downregulated"
"13","KCTD20","ARNT",-0.00604689357590605,"Downregulated"
"14","KLHL18","ARNT",-0.00604689357590605,"Downregulated"
"15","COPA","ARNT",-0.00604689357590605,"Downregulated"
"16","CTCFL","ARNT",-0.00604689357590605,"Downregulated"
"17","APP","ARNT",-0.00604689357590605,"Downregulated"
"18","LSM14B","ARNT",-0.00604689357590605,"Downregulated"
"19","CAST","ARNT",-0.00604689357590605,"Downregulated"
"20","DDAH1","ARNT",-0.00604689357590605,"Downregulated"
"21","HGSNAT","ARNT",-0.00604689357590605,"Downregulated"
"22","ZCCHC24","ARNT",-0.00604689357590605,"Downregulated"
"23","AHCYL1","ARNT",-0.00604689357590605,"Downregulated"
"24","MAP2K1","ARNT",-0.00604689357590605,"Downregulated"
"25","INSR","ARNT",-0.00604689357590605,"Downregulated"
"26","FHL3","ARNT",-0.00604689357590605,"Downregulated"
"27","SPRED2","ARNT",-0.00604689357590605,"Downregulated"
"28","SCYL3","ATF1",-0.00604689357590605,"Downregulated"
"29","RECQL","ATF1",-0.00604689357590605,"Downregulated"
"30","VPS50","ATF1",-0.00604689357590605,"Downregulated"
"31","IBTK","ATF1",-0.00604689357590605,"Downregulated"
"32","MYCBP2","ATF1",-0.00604689357590605,"Downregulated"
"33","VPS41","ATF1",-0.00604689357590605,"Downregulated"
"34","SEC62","ATF1",-0.00604689357590605,"Downregulated"
"35","REV3L","ATF1",-0.00604689357590605,"Downregulated"
"36","VTA1","ATF1",-0.00604689357590605,"Downregulated"
"37","RNF14","ATF1",-0.00604689357590605,"Downregulated"
"38","UFL1","ATF1",-0.00604689357590605,"Downregulated"
"39","SLC30A9","ATF1",-0.00604689357590605,"Downregulated"
"40","AGPS","ATF1",-0.00604689357590605,"Downregulated"
"41","AQR","ATF1",-0.00604689357590605,"Downregulated"
"42","BCLAF1","ATF1",-0.00604689357590605,"Downregulated"
"43","CENPQ","ATF1",-0.00604689357590605,"Downregulated"
"44","IFT88","ATF1",-0.00604689357590605,"Downregulated"
"45","ZCCHC8","ATF1",-0.00604689357590605,"Downregulated"
"46","UBA6","ATF1",-0.00604689357590605,"Downregulated"
"47","PEX3","ATF1",-0.00604689357590605,"Downregulated"
"48","RFC1","ATF1",-0.00604689357590605,"Downregulated"
"49","TBC1D23","ATF1",-0.00604689357590605,"Downregulated"
"50","MAT2B","ATF1",-0.00604689357590605,"Downregulated"
"51","POLR2B","ATF1",-0.00604689357590605,"Downregulated"
"52","TPR","ATF1",-0.00604689357590605,"Downregulated"
"53","C12orf4","ATF1",-0.00604689357590605,"Downregulated"
"54","ZNF800","ATF1",-0.00604689357590605,"Downregulated"
"55","LETMD1","ATF1",-0.00604689357590605,"Downregulated"
"56","SIKE1","ATF1",-0.00604689357590605,"Downregulated"
"57","MSMO1","ATF1",-0.00604689357590605,"Downregulated"
"58","AP5M1","ATF1",-0.00604689357590605,"Downregulated"
"59","ATG5","ATF1",-0.00604689357590605,"Downregulated"
"60","RIOK2","ATF1",-0.00604689357590605,"Downregulated"
"61","MON2","ATF1",-0.00604689357590605,"Downregulated"
"62","GPBP1","ATF1",-0.00604689357590605,"Downregulated"
"63","APPBP2","ATF1",-0.00604689357590605,"Downregulated"
"64","TAF2","ATF1",-0.00604689357590605,"Downregulated"
"65","TAF11","ATF1",-0.00604689357590605,"Downregulated"
"66","GNAI3","ATF1",-0.00604689357590605,"Downregulated"
"67","OAT","ATF1",-0.00604689357590605,"Downregulated"
"68","FAM107B","ATF1",-0.00604689357590605,"Downregulated"
"69","GOLGA5","ATF1",-0.00604689357590605,"Downregulated"
"70","LRRC40","ATF1",-0.00604689357590605,"Downregulated"
"71","THUMPD1","ATF1",-0.00604689357590605,"Downregulated"
"72","ERLEC1","ATF1",-0.00604689357590605,"Downregulated"
"73","NUCKS1","ATF1",-0.00604689357590605,"Downregulated"
"74","DNAJA2","ATF1",-0.00604689357590605,"Downregulated"
"75","EXOC5","ATF1",-0.00604689357590605,"Downregulated"
"76","ING3","ATF1",-0.00604689357590605,"Downregulated"
"77","ZNF37A","ATF1",-0.00604689357590605,"Downregulated"
"78","FRYL","ATF1",-0.00604689357590605,"Downregulated"
"79","RBM7","ATF1",-0.00604689357590605,"Downregulated"
"80","TOP2B","ATF1",-0.00604689357590605,"Downregulated"
"81","DYNC1I2","ATF1",-0.00604689357590605,"Downregulated"
"82","FAM76B","ATF1",-0.00604689357590605,"Downregulated"
"83","SYNJ2","ATF1",-0.00604689357590605,"Downregulated"
"84","PCM1","ATF1",-0.00604689357590605,"Downregulated"
"85","ITCH","ATF1",-0.00604689357590605,"Downregulated"
"86","SAR1A","ATF1",-0.00604689357590605,"Downregulated"
"87","RFX3","ATF1",-0.00604689357590605,"Downregulated"
"88","AFP","ATF1",-0.00604689357590605,"Downregulated"
"89","PCNP","ATF1",-0.00604689357590605,"Downregulated"
"90","C5orf22","ATF1",-0.00604689357590605,"Downregulated"
"91","CCNT2","ATF1",-0.00604689357590605,"Downregulated"
"92","FAM135A","ATF1",-0.00604689357590605,"Downregulated"
"93","CYLD","ATF1",-0.00604689357590605,"Downregulated"
"94","YTHDC1","ATF1",-0.00604689357590605,"Downregulated"
"95","ATRX","ATF1",-0.00604689357590605,"Downregulated"
"96","MYNN","ATF1",-0.00604689357590605,"Downregulated"
"97","ZFAND6","ATF1",-0.00604689357590605,"Downregulated"
"98","ZW10","ATF1",-0.00604689357590605,"Downregulated"
"99","ERGIC2","ATF1",-0.00604689357590605,"Downregulated"
"100","DDX18","ATF1",-0.00604689357590605,"Downregulated"
"101","KIZ","ATF1",-0.00604689357590605,"Downregulated"
"102","ESF1","ATF1",-0.00604689357590605,"Downregulated"
"103","PAPOLA","ATF1",-0.00604689357590605,"Downregulated"
"104","EXOC1","ATF1",-0.00604689357590605,"Downregulated"
"105","SCFD1","ATF1",-0.00604689357590605,"Downregulated"
"106","ECHDC1","ATF1",-0.00604689357590605,"Downregulated"
"107","CDC5L","ATF1",-0.00604689357590605,"Downregulated"
"108","ZNF184","ATF1",-0.00604689357590605,"Downregulated"
"109","PHF5A","ATF1",-0.00604689357590605,"Downregulated"
"110","KIAA0586","ATF1",-0.00604689357590605,"Downregulated"
"111","SRSF5","ATF1",-0.00604689357590605,"Downregulated"
"112","PPP4R3A","ATF1",-0.00604689357590605,"Downregulated"
"113","SRP54","ATF1",-0.00604689357590605,"Downregulated"
"114","SEC23A","ATF1",-0.00604689357590605,"Downregulated"
"115","ADNP","ATF1",-0.00604689357590605,"Downregulated"
"116","CSTF1","ATF1",-0.00604689357590605,"Downregulated"
"117","SLC52A3","ATF1",-0.00604689357590605,"Downregulated"
"118","METTL4","ATF1",-0.00604689357590605,"Downregulated"
"119","ASB9","ATF1",-0.00604689357590605,"Downregulated"
"120","MAGT1","ATF1",-0.00604689357590605,"Downregulated"
"121","EEA1","ATF1",-0.00604689357590605,"Downregulated"
"122","RBM3","ATF1",-0.00604689357590605,"Downregulated"
"123","CDADC1","ATF1",-0.00604689357590605,"Downregulated"
"124","PLLP","ATF1",-0.00604689357590605,"Downregulated"
"125","BFAR","ATF1",-0.00604689357590605,"Downregulated"
"126","GTPBP10","ATF1",-0.00604689357590605,"Downregulated"
"127","BET1","ATF1",-0.00604689357590605,"Downregulated"
"128","PON2","ATF1",-0.00604689357590605,"Downregulated"
"129","FKBP14","ATF1",-0.00604689357590605,"Downregulated"
"130","TMEM106B","ATF1",-0.00604689357590605,"Downregulated"
"131","MINPP1","ATF1",-0.00604689357590605,"Downregulated"
"132","SHOC2","ATF1",-0.00604689357590605,"Downregulated"
"133","DNAJC12","ATF1",-0.00604689357590605,"Downregulated"
"134","NUFIP2","ATF1",-0.00604689357590605,"Downregulated"
"135","DDX5","ATF1",-0.00604689357590605,"Downregulated"
"136","ZNF330","ATF1",-0.00604689357590605,"Downregulated"
"137","DHX15","ATF1",-0.00604689357590605,"Downregulated"
"138","PPARGC1A","ATF1",-0.00604689357590605,"Downregulated"
"139","ELP4","ATF1",-0.00604689357590605,"Downregulated"
"140","PUS3","ATF1",-0.00604689357590605,"Downregulated"
"141","UBE4A","ATF1",-0.00604689357590605,"Downregulated"
"142","C11orf58","ATF1",-0.00604689357590605,"Downregulated"
"143","GTF2H1","ATF1",-0.00604689357590605,"Downregulated"
"144","PTGES3","ATF1",-0.00604689357590605,"Downregulated"
"145","RSRC2","ATF1",-0.00604689357590605,"Downregulated"
"146","MAGOHB","ATF1",-0.00604689357590605,"Downregulated"
"147","GPN3","ATF1",-0.00604689357590605,"Downregulated"
"148","CAND1","ATF1",-0.00604689357590605,"Downregulated"
"149","MDM1","ATF1",-0.00604689357590605,"Downregulated"
"150","ASF1A","ATF1",-0.00604689357590605,"Downregulated"
"151","MRPL18","ATF1",-0.00604689357590605,"Downregulated"
"152","HBS1L","ATF1",-0.00604689357590605,"Downregulated"
"153","HECA","ATF1",-0.00604689357590605,"Downregulated"
"154","CCNG1","ATF1",-0.00604689357590605,"Downregulated"
"155","GOLPH3","ATF1",-0.00604689357590605,"Downregulated"
"156","FAM172A","ATF1",-0.00604689357590605,"Downregulated"
"157","NUP155","ATF1",-0.00604689357590605,"Downregulated"
"158","C5orf15","ATF1",-0.00604689357590605,"Downregulated"
"159","PPWD1","ATF1",-0.00604689357590605,"Downregulated"
"160","XRN1","ATF1",-0.00604689357590605,"Downregulated"
"161","BBX","ATF1",-0.00604689357590605,"Downregulated"
"162","COMMD2","ATF1",-0.00604689357590605,"Downregulated"
"163","NEK4","ATF1",-0.00604689357590605,"Downregulated"
"164","LMAN2L","ATF1",-0.00604689357590605,"Downregulated"
"165","PIKFYVE","ATF1",-0.00604689357590605,"Downregulated"
"166","PECR","ATF1",-0.00604689357590605,"Downregulated"
"167","CCT4","ATF1",-0.00604689357590605,"Downregulated"
"168","KDM3A","ATF1",-0.00604689357590605,"Downregulated"
"169","NOL10","ATF1",-0.00604689357590605,"Downregulated"
"170","CEBPZ","ATF1",-0.00604689357590605,"Downregulated"
"171","RMDN2","ATF1",-0.00604689357590605,"Downregulated"
"172","THADA","ATF1",-0.00604689357590605,"Downregulated"
"173","CACYBP","ATF1",-0.00604689357590605,"Downregulated"
"174","CAPZA1","ATF1",-0.00604689357590605,"Downregulated"
"175","UCHL5","ATF1",-0.00604689357590605,"Downregulated"
"176","BCAS2","ATF1",-0.00604689357590605,"Downregulated"
"177","SRSF11","ATF1",-0.00604689357590605,"Downregulated"
"178","CRYZ","ATF1",-0.00604689357590605,"Downregulated"
"179","TSNAX","ATF1",-0.00604689357590605,"Downregulated"
"180","C1orf109","ATF1",-0.00604689357590605,"Downregulated"
"181","RLF","ATF1",-0.00604689357590605,"Downregulated"
"182","BLZF1","ATF1",-0.00604689357590605,"Downregulated"
"183","ABCD3","ATF1",-0.00604689357590605,"Downregulated"
"184","DARS2","ATF1",-0.00604689357590605,"Downregulated"
"185","PROX1","ATF1",-0.00604689357590605,"Downregulated"
"186","RPA2","ATF1",-0.00604689357590605,"Downregulated"
"187","CREB1","ATF1",-0.00604689357590605,"Downregulated"
"188","CASP8AP2","ATF1",-0.00604689357590605,"Downregulated"
"189","DCLRE1B","ATF1",-0.00604689357590605,"Downregulated"
"190","RAB3GAP2","ATF1",-0.00604689357590605,"Downregulated"
"191","PPP6C","ATF1",-0.00604689357590605,"Downregulated"
"192","FCF1","ATF1",-0.00604689357590605,"Downregulated"
"193","ATL2","ATF1",-0.00604689357590605,"Downregulated"
"194","AFTPH","ATF1",-0.00604689357590605,"Downregulated"
"195","CAAP1","ATF1",-0.00604689357590605,"Downregulated"
"196","NUDCD1","ATF1",-0.00604689357590605,"Downregulated"
"197","UFM1","ATF1",-0.00604689357590605,"Downregulated"
"198","HSPH1","ATF1",-0.00604689357590605,"Downregulated"
"199","ARL1","ATF1",-0.00604689357590605,"Downregulated"
"200","SOCS2","ATF1",-0.00604689357590605,"Downregulated"
"201","NAA50","ATF1",-0.00604689357590605,"Downregulated"
"202","TBC1D15","ATF1",-0.00604689357590605,"Downregulated"
"203","PIK3CA","ATF1",-0.00604689357590605,"Downregulated"
"204","LRIF1","ATF1",-0.00604689357590605,"Downregulated"
"205","POLK","ATF1",-0.00604689357590605,"Downregulated"
"206","UBL3","ATF1",-0.00604689357590605,"Downregulated"
"207","RPL5","ATF1",-0.00604689357590605,"Downregulated"
"208","KLHL7","ATF1",-0.00604689357590605,"Downregulated"
"209","P4HA1","ATF1",-0.00604689357590605,"Downregulated"
"210","IFT81","ATF1",-0.00604689357590605,"Downregulated"
"211","ZC3H13","ATF1",-0.00604689357590605,"Downregulated"
"212","ATF1","ATF1",-0.00604689357590605,"Downregulated"
"213","MORF4L2","ATF1",-0.00604689357590605,"Downregulated"
"214","TTC21B","ATF1",-0.00604689357590605,"Downregulated"
"215","EXOSC9","ATF1",-0.00604689357590605,"Downregulated"
"216","FASTKD3","ATF1",-0.00604689357590605,"Downregulated"
"217","MED20","ATF1",-0.00604689357590605,"Downregulated"
"218","COL21A1","ATF1",-0.00604689357590605,"Downregulated"
"219","RPP40","ATF1",-0.00604689357590605,"Downregulated"
"220","RAP2A","ATF1",-0.00604689357590605,"Downregulated"
"221","INSIG2","ATF1",-0.00604689357590605,"Downregulated"
"222","THOC2","ATF1",-0.00604689357590605,"Downregulated"
"223","ATG4C","ATF1",-0.00604689357590605,"Downregulated"
"224","MKKS","ATF1",-0.00604689357590605,"Downregulated"
"225","HNRNPR","ATF1",-0.00604689357590605,"Downregulated"
"226","ZNF436","ATF1",-0.00604689357590605,"Downregulated"
"227","PCNX4","ATF1",-0.00604689357590605,"Downregulated"
"228","TRMT5","ATF1",-0.00604689357590605,"Downregulated"
"229","METTL25","ATF1",-0.00604689357590605,"Downregulated"
"230","POT1","ATF1",-0.00604689357590605,"Downregulated"
"231","ICE2","ATF1",-0.00604689357590605,"Downregulated"
"232","ARPP19","ATF1",-0.00604689357590605,"Downregulated"
"233","COPB1","ATF1",-0.00604689357590605,"Downregulated"
"234","RPAIN","ATF1",-0.00604689357590605,"Downregulated"
"235","PUS7L","ATF1",-0.00604689357590605,"Downregulated"
"236","MIS18BP1","ATF1",-0.00604689357590605,"Downregulated"
"237","TTI2","ATF1",-0.00604689357590605,"Downregulated"
"238","EIF2S3","ATF1",-0.00604689357590605,"Downregulated"
"239","RBM39","ATF1",-0.00604689357590605,"Downregulated"
"240","RLIM","ATF1",-0.00604689357590605,"Downregulated"
"241","ZCCHC9","ATF1",-0.00604689357590605,"Downregulated"
"242","THAP1","ATF1",-0.00604689357590605,"Downregulated"
"243","PNISR","ATF1",-0.00604689357590605,"Downregulated"
"244","UTP3","ATF1",-0.00604689357590605,"Downregulated"
"245","ZRANB2","ATF1",-0.00604689357590605,"Downregulated"
"246","USPL1","ATF1",-0.00604689357590605,"Downregulated"
"247","TBC1D8B","ATF1",-0.00604689357590605,"Downregulated"
"248","CCDC59","ATF1",-0.00604689357590605,"Downregulated"
"249","MED6","ATF1",-0.00604689357590605,"Downregulated"
"250","EIF2S1","ATF1",-0.00604689357590605,"Downregulated"
"251","PRPF38B","ATF1",-0.00604689357590605,"Downregulated"
"252","ERCC5","ATF1",-0.00604689357590605,"Downregulated"
"253","TMED7","ATF1",-0.00604689357590605,"Downregulated"
"254","RFK","ATF1",-0.00604689357590605,"Downregulated"
"255","DMTF1","ATF1",-0.00604689357590605,"Downregulated"
"256","CCDC146","ATF1",-0.00604689357590605,"Downregulated"
"257","PNPLA8","ATF1",-0.00604689357590605,"Downregulated"
"258","SYNCRIP","ATF1",-0.00604689357590605,"Downregulated"
"259","ORC3","ATF1",-0.00604689357590605,"Downregulated"
"260","LCA5","ATF1",-0.00604689357590605,"Downregulated"
"261","MAP3K7","ATF1",-0.00604689357590605,"Downregulated"
"262","PKIB","ATF1",-0.00604689357590605,"Downregulated"
"263","GCC2","ATF1",-0.00604689357590605,"Downregulated"
"264","C2orf49","ATF1",-0.00604689357590605,"Downregulated"
"265","SCYL2","ATF1",-0.00604689357590605,"Downregulated"
"266","MED4","ATF1",-0.00604689357590605,"Downregulated"
"267","SRSF1","ATF1",-0.00604689357590605,"Downregulated"
"268","ACTL6A","ATF1",-0.00604689357590605,"Downregulated"
"269","YME1L1","ATF1",-0.00604689357590605,"Downregulated"
"270","SMC2","ATF1",-0.00604689357590605,"Downregulated"
"271","ZNF189","ATF1",-0.00604689357590605,"Downregulated"
"272","ALDOB","ATF1",-0.00604689357590605,"Downregulated"
"273","MRPL50","ATF1",-0.00604689357590605,"Downregulated"
"274","TRMO","ATF1",-0.00604689357590605,"Downregulated"
"275","RANBP6","ATF1",-0.00604689357590605,"Downregulated"
"276","NARS2","ATF1",-0.00604689357590605,"Downregulated"
"277","PPM1B","ATF1",-0.00604689357590605,"Downregulated"
"278","PREPL","ATF1",-0.00604689357590605,"Downregulated"
"279","FAM149B1","ATF1",-0.00604689357590605,"Downregulated"
"280","PPIG","ATF1",-0.00604689357590605,"Downregulated"
"281","SLC35A5","ATF1",-0.00604689357590605,"Downregulated"
"282","USP8","ATF1",-0.00604689357590605,"Downregulated"
"283","AP1AR","ATF1",-0.00604689357590605,"Downregulated"
"284","BBS7","ATF1",-0.00604689357590605,"Downregulated"
"285","MTTP","ATF1",-0.00604689357590605,"Downregulated"
"286","SCAF11","ATF1",-0.00604689357590605,"Downregulated"
"287","NEDD1","ATF1",-0.00604689357590605,"Downregulated"
"288","TDG","ATF1",-0.00604689357590605,"Downregulated"
"289","RB1","ATF1",-0.00604689357590605,"Downregulated"
"290","MBNL2","ATF1",-0.00604689357590605,"Downregulated"
"291","CUL4A","ATF1",-0.00604689357590605,"Downregulated"
"292","ADAM21","ATF1",-0.00604689357590605,"Downregulated"
"293","TCF12","ATF1",-0.00604689357590605,"Downregulated"
"294","ZSCAN32","ATF1",-0.00604689357590605,"Downregulated"
"295","PRPSAP2","ATF1",-0.00604689357590605,"Downregulated"
"296","TOB1","ATF1",-0.00604689357590605,"Downregulated"
"297","PTRH2","ATF1",-0.00604689357590605,"Downregulated"
"298","RPRD1A","ATF1",-0.00604689357590605,"Downregulated"
"299","RPS8","ATF1",-0.00604689357590605,"Downregulated"
"300","SDHC","ATF1",-0.00604689357590605,"Downregulated"
"301","GOLPH3L","ATF1",-0.00604689357590605,"Downregulated"
"302","INTS7","ATF1",-0.00604689357590605,"Downregulated"
"303","FBXO28","ATF1",-0.00604689357590605,"Downregulated"
"304","ETAA1","ATF1",-0.00604689357590605,"Downregulated"
"305","UBXN4","ATF1",-0.00604689357590605,"Downregulated"
"306","SCRN3","ATF1",-0.00604689357590605,"Downregulated"
"307","HSPD1","ATF1",-0.00604689357590605,"Downregulated"
"308","METTL21A","ATF1",-0.00604689357590605,"Downregulated"
"309","TMF1","ATF1",-0.00604689357590605,"Downregulated"
"310","EIF2A","ATF1",-0.00604689357590605,"Downregulated"
"311","ATP10D","ATF1",-0.00604689357590605,"Downregulated"
"312","TRMT10A","ATF1",-0.00604689357590605,"Downregulated"
"313","METTL14","ATF1",-0.00604689357590605,"Downregulated"
"314","SKP2","ATF1",-0.00604689357590605,"Downregulated"
"315","PLK2","ATF1",-0.00604689357590605,"Downregulated"
"316","PPIP5K2","ATF1",-0.00604689357590605,"Downregulated"
"317","BDP1","ATF1",-0.00604689357590605,"Downregulated"
"318","SLC30A5","ATF1",-0.00604689357590605,"Downregulated"
"319","TNFAIP8","ATF1",-0.00604689357590605,"Downregulated"
"320","RPL7L1","ATF1",-0.00604689357590605,"Downregulated"
"321","SHPRH","ATF1",-0.00604689357590605,"Downregulated"
"322","ARMT1","ATF1",-0.00604689357590605,"Downregulated"
"323","CCT6A","ATF1",-0.00604689357590605,"Downregulated"
"324","TRIM4","ATF1",-0.00604689357590605,"Downregulated"
"325","LUC7L2","ATF1",-0.00604689357590605,"Downregulated"
"326","ZNF182","ATF1",-0.00604689357590605,"Downregulated"
"327","UTP23","ATF1",-0.00604689357590605,"Downregulated"
"328","C9orf72","ATF1",-0.00604689357590605,"Downregulated"
"329","SHC3","ATF1",-0.00604689357590605,"Downregulated"
"330","INIP","ATF1",-0.00604689357590605,"Downregulated"
"331","LIN7C","ATF1",-0.00604689357590605,"Downregulated"
"332","NPAT","ATF1",-0.00604689357590605,"Downregulated"
"333","ATM","ATF1",-0.00604689357590605,"Downregulated"
"334","AASDHPPT","ATF1",-0.00604689357590605,"Downregulated"
"335","TMEM218","ATF1",-0.00604689357590605,"Downregulated"
"336","HNMT","ATF1",-0.00604689357590605,"Downregulated"
"337","SRFBP1","ATF1",-0.00604689357590605,"Downregulated"
"338","ATP6V1G3","ATF1",-0.00604689357590605,"Downregulated"
"339","C4orf33","ATF1",-0.00604689357590605,"Downregulated"
"340","WWC2","ATF1",-0.00604689357590605,"Downregulated"
"341","CENPJ","ATF1",-0.00604689357590605,"Downregulated"
"342","GEMIN6","ATF1",-0.00604689357590605,"Downregulated"
"343","CWF19L2","ATF1",-0.00604689357590605,"Downregulated"
"344","HOMER1","ATF1",-0.00604689357590605,"Downregulated"
"345","GGPS1","ATF1",-0.00604689357590605,"Downregulated"
"346","SMARCA5","ATF1",-0.00604689357590605,"Downregulated"
"347","RANBP2","ATF1",-0.00604689357590605,"Downregulated"
"348","GTF2E1","ATF1",-0.00604689357590605,"Downregulated"
"349","CHD1","ATF1",-0.00604689357590605,"Downregulated"
"350","NUS1","ATF1",-0.00604689357590605,"Downregulated"
"351","MIA3","ATF1",-0.00604689357590605,"Downregulated"
"352","GABPA","ATF1",-0.00604689357590605,"Downregulated"
"353","DPH3","ATF1",-0.00604689357590605,"Downregulated"
"354","OTUD6B","ATF1",-0.00604689357590605,"Downregulated"
"355","HSPA13","ATF1",-0.00604689357590605,"Downregulated"
"356","SLC26A2","ATF1",-0.00604689357590605,"Downregulated"
"357","VPS37A","ATF1",-0.00604689357590605,"Downregulated"
"358","USP16","ATF1",-0.00604689357590605,"Downregulated"
"359","PHF6","ATF1",-0.00604689357590605,"Downregulated"
"360","EIF4A2","ATF1",-0.00604689357590605,"Downregulated"
"361","C8A","ATF1",-0.00604689357590605,"Downregulated"
"362","AASDH","ATF1",-0.00604689357590605,"Downregulated"
"363","RAB28","ATF1",-0.00604689357590605,"Downregulated"
"364","NCK1","ATF1",-0.00604689357590605,"Downregulated"
"365","EMSY","ATF1",-0.00604689357590605,"Downregulated"
"366","RAPGEF6","ATF1",-0.00604689357590605,"Downregulated"
"367","PAXBP1","ATF1",-0.00604689357590605,"Downregulated"
"368","RSPRY1","ATF1",-0.00604689357590605,"Downregulated"
"369","TMEM69","ATF1",-0.00604689357590605,"Downregulated"
"370","CCDC117","ATF1",-0.00604689357590605,"Downregulated"
"371","ZNF714","ATF1",-0.00604689357590605,"Downregulated"
"372","LZIC","ATF1",-0.00604689357590605,"Downregulated"
"373","MYSM1","ATF1",-0.00604689357590605,"Downregulated"
"374","USP1","ATF1",-0.00604689357590605,"Downregulated"
"375","FUBP1","ATF1",-0.00604689357590605,"Downregulated"
"376","TYW3","ATF1",-0.00604689357590605,"Downregulated"
"377","PUS10","ATF1",-0.00604689357590605,"Downregulated"
"378","PACRGL","ATF1",-0.00604689357590605,"Downregulated"
"379","PAQR3","ATF1",-0.00604689357590605,"Downregulated"
"380","CGGBP1","ATF1",-0.00604689357590605,"Downregulated"
"381","KBTBD8","ATF1",-0.00604689357590605,"Downregulated"
"382","CWC22","ATF1",-0.00604689357590605,"Downregulated"
"383","SERPINI1","ATF1",-0.00604689357590605,"Downregulated"
"384","COX18","ATF1",-0.00604689357590605,"Downregulated"
"385","CCNL1","ATF1",-0.00604689357590605,"Downregulated"
"386","U2SURP","ATF1",-0.00604689357590605,"Downregulated"
"387","TTC14","ATF1",-0.00604689357590605,"Downregulated"
"388","RCHY1","ATF1",-0.00604689357590605,"Downregulated"
"389","TOPBP1","ATF1",-0.00604689357590605,"Downregulated"
"390","KIAA1143","ATF1",-0.00604689357590605,"Downregulated"
"391","PBRM1","ATF1",-0.00604689357590605,"Downregulated"
"392","ICE1","ATF1",-0.00604689357590605,"Downregulated"
"393","ABCE1","ATF1",-0.00604689357590605,"Downregulated"
"394","PRMT9","ATF1",-0.00604689357590605,"Downregulated"
"395","LMBRD2","ATF1",-0.00604689357590605,"Downregulated"
"396","SLC25A46","ATF1",-0.00604689357590605,"Downregulated"
"397","PGGT1B","ATF1",-0.00604689357590605,"Downregulated"
"398","AGGF1","ATF1",-0.00604689357590605,"Downregulated"
"399","ARSK","ATF1",-0.00604689357590605,"Downregulated"
"400","GFM2","ATF1",-0.00604689357590605,"Downregulated"
"401","COG5","ATF1",-0.00604689357590605,"Downregulated"
"402","RAD21","ATF1",-0.00604689357590605,"Downregulated"
"403","DYNLT3","ATF1",-0.00604689357590605,"Downregulated"
"404","SPTSSA","ATF1",-0.00604689357590605,"Downregulated"
"405","GTF2A1","ATF1",-0.00604689357590605,"Downregulated"
"406","DDIAS","ATF1",-0.00604689357590605,"Downregulated"
"407","PCF11","ATF1",-0.00604689357590605,"Downregulated"
"408","DNAAF2","ATF1",-0.00604689357590605,"Downregulated"
"409","ARF6","ATF1",-0.00604689357590605,"Downregulated"
"410","DDX21","ATF1",-0.00604689357590605,"Downregulated"
"411","BMS1","ATF1",-0.00604689357590605,"Downregulated"
"412","TRUB1","ATF1",-0.00604689357590605,"Downregulated"
"413","CCDC38","ATF1",-0.00604689357590605,"Downregulated"
"414","ARL5B","ATF1",-0.00604689357590605,"Downregulated"
"415","CEP295","ATF1",-0.00604689357590605,"Downregulated"
"416","R3HCC1L","ATF1",-0.00604689357590605,"Downregulated"
"417","CEP57","ATF1",-0.00604689357590605,"Downregulated"
"418","RAB8B","ATF1",-0.00604689357590605,"Downregulated"
"419","API5","ATF1",-0.00604689357590605,"Downregulated"
"420","ARIH1","ATF1",-0.00604689357590605,"Downregulated"
"421","HSP90B1","ATF1",-0.00604689357590605,"Downregulated"
"422","CLPX","ATF1",-0.00604689357590605,"Downregulated"
"423","ATP23","ATF1",-0.00604689357590605,"Downregulated"
"424","NUDT21","ATF1",-0.00604689357590605,"Downregulated"
"425","ZNF180","ATF1",-0.00604689357590605,"Downregulated"
"426","ZNF146","ATF1",-0.00604689357590605,"Downregulated"
"427","LMBRD1","ATF1",-0.00604689357590605,"Downregulated"
"428","CDC40","ATF1",-0.00604689357590605,"Downregulated"
"429","ANKRD49","ATF1",-0.00604689357590605,"Downregulated"
"430","CEP120","ATF1",-0.00604689357590605,"Downregulated"
"431","UBE2V2","ATF1",-0.00604689357590605,"Downregulated"
"432","ARL13B","ATF1",-0.00604689357590605,"Downregulated"
"433","APLF","ATF1",-0.00604689357590605,"Downregulated"
"434","HNRNPA3","ATF1",-0.00604689357590605,"Downregulated"
"435","PWWP2A","ATF1",-0.00604689357590605,"Downregulated"
"436","NUDT9","ATF1",-0.00604689357590605,"Downregulated"
"437","TMC7","ATF1",-0.00604689357590605,"Downregulated"
"438","KIF5B","ATF1",-0.00604689357590605,"Downregulated"
"439","MSANTD4","ATF1",-0.00604689357590605,"Downregulated"
