ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,transcript_biotype
ENSG00000259024,240.263298728747,-0.133760699325667,0.0413104198480173,0.000837672377774172,0.00372807427603669,TVP23C-CDRT4,protein_coding
ENSG00000175106,288.571472518935,0.0840705894789938,0.0393435468324674,0.0288641980147173,0.0735736582572586,TVP23C,protein_coding
ENSG00000241322,4.67874169106557,-0.124167254092656,0.112179672211345,0.180534931055652,0.31279205575122,FBXW10B,protein_coding
ENSG00000221926,112.504868044511,-0.13942238981595,0.0340388709637898,2.87272582975608e-05,0.000200942565688467,TRIM16,protein_coding
ENSG00000187607,209.796731903459,-0.223523343857415,0.0484072061768128,1.52878782233869e-06,1.51260722129934e-05,ZNF286A,protein_coding
ENSG00000214946,2.09038368722417,-0.0648171370239648,0.135748207368813,0.49497095624316,0.644066362906366,TBC1D26,protein_coding
ENSG00000170425,49.417821773963,-0.15274012337001,0.0702195264713522,0.0181609116149928,0.0502353501519887,ADORA2B,protein_coding
ENSG00000214941,207.885556574342,-0.118330917541693,0.0350288595801379,0.000548845377613946,0.00259767399329694,ZSWIM7,protein_coding
ENSG00000011295,664.686933420098,-0.0421750416859773,0.0275318267809004,0.120847138119769,0.230287306331161,TTC19,protein_coding
ENSG00000141027,3553.38916903139,0.0859654265430417,0.0386347800820697,0.0230959507479146,0.0613124232137056,NCOR1,protein_coding
ENSG00000108474,284.639443365468,-0.242835775849533,0.0487965830670929,2.17358906325337e-07,2.76184798482485e-06,PIGL,protein_coding
ENSG00000166582,127.006715049619,-0.285921885284678,0.0512516075581374,5.65972826110863e-09,1.10498624702735e-07,CENPV,protein_coding
ENSG00000170315,27079.9347645498,0.232380497093151,0.112336976370067,0.0140980356590907,0.0407181223198485,UBB,protein_coding
ENSG00000187688,1200.68330018361,-0.100476133921476,0.0327591919462693,0.00175279979178041,0.00704441548192412,TRPV2,protein_coding
ENSG00000181350,931.827535528173,-0.0167015071802439,0.0543025412740284,0.746865639223836,0.839773025362212,LRRC75A,protein_coding
ENSG00000141040,101.673498161079,-0.250737095663989,0.0584126187533619,5.56129285287548e-06,4.74108959878787e-05,ZNF287,protein_coding
ENSG00000197566,152.495569882618,-0.0187220034637672,0.054915497092697,0.701527764703741,0.80823539376175,ZNF624,protein_coding
ENSG00000170160,277.015639501195,0.0766092487520158,0.134260541411804,0.426645525144023,0.582960876311921,CCDC144A,protein_coding
ENSG00000240505,78.6818603428888,-0.01641837367447,0.10668719017329,0.860639680316856,0.915927387677592,TNFRSF13B,protein_coding
ENSG00000179598,132.040758409872,0.284491454591024,0.0578322156757034,3.21610697406883e-07,3.90480243422292e-06,PLD6,protein_coding
ENSG00000133030,2958.8894379056,-0.274894870056263,0.0429029495450567,3.59613442259494e-11,1.21430325511716e-09,MPRIP,protein_coding
ENSG00000154803,1360.71404987961,0.275028508075216,0.060044963892712,1.8077507454968e-06,1.75297321907475e-05,FLCN,protein_coding
