term_name	source	p_values	significant	intersection_sizes	regulon
mitotic cell cycle process	GO:BP	0.215738195031123	FALSE	56	BCL11A
mitotic cell cycle process	GO:BP	8.13974020637381e-45	TRUE	141	E2F8
mitotic cell cycle process	GO:BP	0.415657873729423	FALSE	81	EBF1
mitotic cell cycle process	GO:BP	0.0121437512610403	TRUE	76	ESRRA
mitotic cell cycle process	GO:BP	0.237656394859991	FALSE	13	GABPA
mitotic cell cycle process	GO:BP	0.00132877475031387	TRUE	115	GATA1
mitotic cell cycle process	GO:BP	0.199310969233794	FALSE	2	GATA2
mitotic cell cycle process	GO:BP	0.202126726491052	FALSE	4	HIC1
mitotic cell cycle process	GO:BP	0.00872747462643082	TRUE	42	MAZ
mitotic cell cycle process	GO:BP	0.0871340961199632	FALSE	125	MYC
mitotic cell cycle process	GO:BP	0.183487229182754	FALSE	38	PAX5
mitotic cell cycle process	GO:BP	5.6081561439614e-06	TRUE	53	RFX5
mitotic cell cycle process	GO:BP	0.038008046941625	TRUE	23	SOX6
mitotic cell cycle process	GO:BP	4.24526122713569e-08	TRUE	14	SREBF2
mitotic cell cycle process	GO:BP	0.27409141583295	FALSE	24	TBX21
mitotic cell cycle process	GO:BP	0.00557766728996854	TRUE	17	ZHX2
cell cycle process	GO:BP	0.37061831909578	FALSE	88	BCL11A
cell cycle process	GO:BP	2.36718274733459e-44	TRUE	264	E2F8
cell cycle process	GO:BP	0.310118665653455	FALSE	140	EBF1
cell cycle process	GO:BP	0.0320327756426137	TRUE	119	ESRRA
cell cycle process	GO:BP	0.0318663903958872	TRUE	33	GABPA
cell cycle process	GO:BP	0.00462491790929751	TRUE	131	GATA1
cell cycle process	GO:BP	0.359330105881666	FALSE	2	GATA2
cell cycle process	GO:BP	0.301752085581415	FALSE	5	HIC1
cell cycle process	GO:BP	0.0179929199175074	TRUE	61	MAZ
cell cycle process	GO:BP	0.0314924053442682	TRUE	214	MYC
cell cycle process	GO:BP	0.131963453281008	FALSE	64	PAX5
cell cycle process	GO:BP	4.90143642822696e-06	TRUE	81	RFX5
cell cycle process	GO:BP	0.0323045389189351	TRUE	34	SOX6
cell cycle process	GO:BP	3.13670385308313e-06	TRUE	37	SREBF2
cell cycle process	GO:BP	0.583356887743706	FALSE	37	TBX21
cell cycle process	GO:BP	1.50533260105295e-05	TRUE	34	ZHX2
mitotic cell cycle	GO:BP	0.193619893267185	FALSE	67	BCL11A
mitotic cell cycle	GO:BP	2.4208554260885e-43	TRUE	202	E2F8
mitotic cell cycle	GO:BP	0.336590101585086	FALSE	99	EBF1
mitotic cell cycle	GO:BP	0.00852748602803699	TRUE	91	ESRRA
mitotic cell cycle	GO:BP	0.142507896936151	FALSE	17	GABPA
mitotic cell cycle	GO:BP	0.000625791826500327	TRUE	138	GATA1
mitotic cell cycle	GO:BP	0.242108619851078	FALSE	2	GATA2
mitotic cell cycle	GO:BP	0.269106606933431	FALSE	4	HIC1
mitotic cell cycle	GO:BP	0.00222915929047905	TRUE	51	MAZ
mitotic cell cycle	GO:BP	0.0978617321970407	FALSE	147	MYC
mitotic cell cycle	GO:BP	0.0885855069940308	FALSE	49	PAX5
mitotic cell cycle	GO:BP	8.34637654718422e-06	TRUE	62	RFX5
mitotic cell cycle	GO:BP	0.0411445498443033	TRUE	48	SOX6
mitotic cell cycle	GO:BP	3.83549213589353e-08	TRUE	20	SREBF2
mitotic cell cycle	GO:BP	0.21223437162708	FALSE	32	TBX21
mitotic cell cycle	GO:BP	0.0186892119692431	TRUE	17	ZHX2
ribosome biogenesis	GO:BP	0.156802076561348	FALSE	31	BCL11A
ribosome biogenesis	GO:BP	0.0257923841888098	TRUE	41	E2F8
ribosome biogenesis	GO:BP	0.196812090507332	FALSE	40	EBF1
ribosome biogenesis	GO:BP	0.0718126091493877	FALSE	33	ESRRA
ribosome biogenesis	GO:BP	0.102141674290419	FALSE	9	GABPA
ribosome biogenesis	GO:BP	0.830342043500494	FALSE	30	GATA1
ribosome biogenesis	GO:BP	1	FALSE	-1	GATA2
ribosome biogenesis	GO:BP	1	FALSE	-1	HIC1
ribosome biogenesis	GO:BP	0.0450687074329319	TRUE	10	MAZ
ribosome biogenesis	GO:BP	2.26755296469795e-41	TRUE	158	MYC
ribosome biogenesis	GO:BP	0.000171860468093826	TRUE	36	PAX5
ribosome biogenesis	GO:BP	0.00218306300433611	TRUE	36	RFX5
ribosome biogenesis	GO:BP	0.888880634112767	FALSE	2	SOX6
ribosome biogenesis	GO:BP	0.00874455056647689	TRUE	21	SREBF2
ribosome biogenesis	GO:BP	0.541624924000524	FALSE	7	TBX21
ribosome biogenesis	GO:BP	0.130646129012181	FALSE	1	ZHX2
cell cycle	GO:BP	0.285982400266581	FALSE	97	BCL11A
cell cycle	GO:BP	6.57497996978135e-40	TRUE	302	E2F8
cell cycle	GO:BP	0.176934672641968	FALSE	138	EBF1
cell cycle	GO:BP	0.00653573190797666	TRUE	156	ESRRA
cell cycle	GO:BP	0.017851862503615	TRUE	42	GABPA
cell cycle	GO:BP	0.000372061660240172	TRUE	173	GATA1
cell cycle	GO:BP	0.468803903158081	FALSE	2	GATA2
cell cycle	GO:BP	0.446855574760924	FALSE	6	HIC1
cell cycle	GO:BP	0.00203865728483992	TRUE	81	MAZ
cell cycle	GO:BP	0.00479966538328151	TRUE	285	MYC
cell cycle	GO:BP	0.0992409428253984	FALSE	83	PAX5
cell cycle	GO:BP	1.36855505123724e-05	TRUE	96	RFX5
cell cycle	GO:BP	0.00614126350047217	TRUE	101	SOX6
cell cycle	GO:BP	3.98762567750398e-08	TRUE	49	SREBF2
cell cycle	GO:BP	0.709092216883167	FALSE	1	TBX21
cell cycle	GO:BP	1.26957005552226e-06	TRUE	39	ZHX2
DNA metabolic process	GO:BP	0.000142575717442712	TRUE	89	BCL11A
DNA metabolic process	GO:BP	2.73283034915219e-38	TRUE	211	E2F8
DNA metabolic process	GO:BP	0.0133864553460186	TRUE	128	EBF1
DNA metabolic process	GO:BP	0.0172724977871329	TRUE	74	ESRRA
DNA metabolic process	GO:BP	3.66753731998581e-05	TRUE	35	GABPA
DNA metabolic process	GO:BP	0.15496901702193	FALSE	120	GATA1
DNA metabolic process	GO:BP	0.618335873247033	FALSE	1	GATA2
DNA metabolic process	GO:BP	0.252520872251641	FALSE	4	HIC1
DNA metabolic process	GO:BP	0.000106872529884665	TRUE	62	MAZ
DNA metabolic process	GO:BP	3.54777932528138e-10	TRUE	231	MYC
DNA metabolic process	GO:BP	0.0655613909711729	FALSE	54	PAX5
DNA metabolic process	GO:BP	3.29223809390724e-06	TRUE	87	RFX5
DNA metabolic process	GO:BP	0.246142421275496	FALSE	16	SOX6
DNA metabolic process	GO:BP	7.63916181472932e-06	TRUE	48	SREBF2
DNA metabolic process	GO:BP	0.0555486765101879	FALSE	2	TBX21
DNA metabolic process	GO:BP	0.00117910314458573	TRUE	24	ZHX2
DNA replication	GO:BP	0.136559106432954	FALSE	22	BCL11A
DNA replication	GO:BP	1.76520441514484e-35	TRUE	98	E2F8
DNA replication	GO:BP	0.0999964716762845	FALSE	39	EBF1
DNA replication	GO:BP	0.0148294352456917	TRUE	26	ESRRA
DNA replication	GO:BP	0.0266728181203591	TRUE	12	GABPA
DNA replication	GO:BP	0.292803493082347	FALSE	13	GATA1
DNA replication	GO:BP	0.907442074822708	FALSE	1	GATA2
DNA replication	GO:BP	0.476098205627493	FALSE	1	HIC1
DNA replication	GO:BP	0.00776450696838808	TRUE	17	MAZ
DNA replication	GO:BP	0.000311114518134254	TRUE	69	MYC
DNA replication	GO:BP	0.215742126639443	FALSE	2	PAX5
DNA replication	GO:BP	4.90143642822696e-06	TRUE	33	RFX5
DNA replication	GO:BP	0.135885949689722	FALSE	6	SOX6
DNA replication	GO:BP	0.000170176699675526	TRUE	20	SREBF2
DNA replication	GO:BP	0.188789253187844	FALSE	9	TBX21
DNA replication	GO:BP	0.0572053558915867	FALSE	6	ZHX2
regulation of cell cycle process	GO:BP	0.0800440275674436	FALSE	61	BCL11A
regulation of cell cycle process	GO:BP	7.26212892895662e-35	TRUE	123	E2F8
regulation of cell cycle process	GO:BP	0.169818379507284	FALSE	87	EBF1
regulation of cell cycle process	GO:BP	0.0855947030779069	FALSE	65	ESRRA
regulation of cell cycle process	GO:BP	0.101360955914578	FALSE	4	GABPA
regulation of cell cycle process	GO:BP	0.029064325900375	TRUE	69	GATA1
regulation of cell cycle process	GO:BP	0.192296983708593	FALSE	2	GATA2
regulation of cell cycle process	GO:BP	0.329747973439307	FALSE	2	HIC1
regulation of cell cycle process	GO:BP	0.00370438928391743	TRUE	41	MAZ
regulation of cell cycle process	GO:BP	0.120511398194364	FALSE	121	MYC
regulation of cell cycle process	GO:BP	0.060394147563679	FALSE	43	PAX5
regulation of cell cycle process	GO:BP	0.000403412376044476	TRUE	17	RFX5
regulation of cell cycle process	GO:BP	0.0204424886600794	TRUE	23	SOX6
regulation of cell cycle process	GO:BP	3.98762567750398e-08	TRUE	14	SREBF2
regulation of cell cycle process	GO:BP	0.4156166511359	FALSE	23	TBX21
regulation of cell cycle process	GO:BP	2.11935439233693e-05	TRUE	24	ZHX2
DNA-templated DNA replication	GO:BP	0.451696659472027	FALSE	8	BCL11A
DNA-templated DNA replication	GO:BP	8.10417903281421e-35	TRUE	72	E2F8
DNA-templated DNA replication	GO:BP	0.223974077016942	FALSE	21	EBF1
DNA-templated DNA replication	GO:BP	0.0219100632035775	TRUE	17	ESRRA
DNA-templated DNA replication	GO:BP	0.130419059364175	FALSE	6	GABPA
DNA-templated DNA replication	GO:BP	0.567916160439787	FALSE	1	GATA1
DNA-templated DNA replication	GO:BP	0.746472561883261	FALSE	1	GATA2
DNA-templated DNA replication	GO:BP	0.334421272668321	FALSE	1	HIC1
DNA-templated DNA replication	GO:BP	0.0551312579739175	FALSE	9	MAZ
DNA-templated DNA replication	GO:BP	0.00899479924977982	TRUE	39	MYC
DNA-templated DNA replication	GO:BP	0.167027870356072	FALSE	1	PAX5
DNA-templated DNA replication	GO:BP	4.61297492394072e-05	TRUE	22	RFX5
DNA-templated DNA replication	GO:BP	0.391662884037734	FALSE	1	SOX6
DNA-templated DNA replication	GO:BP	0.0018743068116536	TRUE	3	SREBF2
DNA-templated DNA replication	GO:BP	0.287491213766815	FALSE	5	TBX21
DNA-templated DNA replication	GO:BP	0.143293428907249	FALSE	3	ZHX2
DNA damage response	GO:BP	0.00563765355420705	TRUE	74	BCL11A
DNA damage response	GO:BP	1.10810780572448e-34	TRUE	192	E2F8
DNA damage response	GO:BP	0.075622867303004	FALSE	103	EBF1
DNA damage response	GO:BP	0.00832842777088082	TRUE	68	ESRRA
DNA damage response	GO:BP	7.46194637396998e-05	TRUE	36	GABPA
DNA damage response	GO:BP	0.190594727040048	FALSE	107	GATA1
DNA damage response	GO:BP	0.29554653664921	FALSE	1	GATA2
DNA damage response	GO:BP	0.0612549372196445	FALSE	7	HIC1
DNA damage response	GO:BP	0.00082292061520136	TRUE	44	MAZ
DNA damage response	GO:BP	4.21392402163627e-07	TRUE	196	MYC
DNA damage response	GO:BP	0.128777323680207	FALSE	43	PAX5
DNA damage response	GO:BP	7.75740570158778e-08	TRUE	86	RFX5
DNA damage response	GO:BP	0.168564245199103	FALSE	16	SOX6
DNA damage response	GO:BP	0.000102365988067416	TRUE	52	SREBF2
DNA damage response	GO:BP	0.0386572899215585	TRUE	33	TBX21
DNA damage response	GO:BP	3.7252303266623e-06	TRUE	28	ZHX2
chromosome segregation	GO:BP	0.484555287517904	FALSE	32	BCL11A
chromosome segregation	GO:BP	9.944602822532e-34	TRUE	77	E2F8
chromosome segregation	GO:BP	0.463051051964829	FALSE	32	EBF1
chromosome segregation	GO:BP	0.121127438536795	FALSE	41	ESRRA
chromosome segregation	GO:BP	0.0821977511227784	FALSE	11	GABPA
chromosome segregation	GO:BP	0.000230576991104096	TRUE	9	GATA1
chromosome segregation	GO:BP	0.484532982281657	FALSE	5	GATA2
chromosome segregation	GO:BP	0.358121652470482	FALSE	2	HIC1
chromosome segregation	GO:BP	0.163586702549318	FALSE	18	MAZ
chromosome segregation	GO:BP	0.12796587870224	FALSE	66	MYC
chromosome segregation	GO:BP	0.131963453281008	FALSE	25	PAX5
chromosome segregation	GO:BP	0.000823985671199706	TRUE	42	RFX5
chromosome segregation	GO:BP	0.0456262830040856	TRUE	4	SOX6
chromosome segregation	GO:BP	0.000768758038798982	TRUE	5	SREBF2
chromosome segregation	GO:BP	0.820035458582147	FALSE	9	TBX21
chromosome segregation	GO:BP	0.0228061327789431	TRUE	10	ZHX2
mitotic sister chromatid segregation	GO:BP	0.754638776506011	FALSE	9	BCL11A
mitotic sister chromatid segregation	GO:BP	1.22492832697621e-33	TRUE	63	E2F8
mitotic sister chromatid segregation	GO:BP	0.879495972830523	FALSE	5	EBF1
mitotic sister chromatid segregation	GO:BP	0.382383006949758	FALSE	12	ESRRA
mitotic sister chromatid segregation	GO:BP	0.117385053456076	FALSE	6	GABPA
mitotic sister chromatid segregation	GO:BP	5.26409072337765e-05	TRUE	8	GATA1
mitotic sister chromatid segregation	GO:BP	0.371482387234608	FALSE	3	GATA2
mitotic sister chromatid segregation	GO:BP	0.159848557405559	FALSE	2	HIC1
mitotic sister chromatid segregation	GO:BP	0.284870118669535	FALSE	8	MAZ
mitotic sister chromatid segregation	GO:BP	0.236806068821892	FALSE	30	MYC
mitotic sister chromatid segregation	GO:BP	0.587629055483498	FALSE	7	PAX5
mitotic sister chromatid segregation	GO:BP	0.0242284584416757	TRUE	19	RFX5
mitotic sister chromatid segregation	GO:BP	0.0240242694569252	TRUE	5	SOX6
mitotic sister chromatid segregation	GO:BP	0.00355966446690993	TRUE	5	SREBF2
mitotic sister chromatid segregation	GO:BP	0.711386749982385	FALSE	4	TBX21
mitotic sister chromatid segregation	GO:BP	0.167371344329925	FALSE	2	ZHX2
mitotic nuclear division	GO:BP	0.412878017169192	FALSE	1	BCL11A
mitotic nuclear division	GO:BP	1.46506831046144e-33	TRUE	75	E2F8
mitotic nuclear division	GO:BP	0.338305880635483	FALSE	2	EBF1
mitotic nuclear division	GO:BP	0.0921041099827661	FALSE	30	ESRRA
mitotic nuclear division	GO:BP	0.241907938745645	FALSE	6	GABPA
mitotic nuclear division	GO:BP	8.43699403112337e-05	TRUE	9	GATA1
mitotic nuclear division	GO:BP	0.0758866726305294	FALSE	2	GATA2
mitotic nuclear division	GO:BP	0.238437829919579	FALSE	2	HIC1
mitotic nuclear division	GO:BP	0.0605317973826778	FALSE	16	MAZ
mitotic nuclear division	GO:BP	0.308146427587259	FALSE	2	MYC
mitotic nuclear division	GO:BP	0.311948519890559	FALSE	13	PAX5
mitotic nuclear division	GO:BP	0.00769561524366991	TRUE	21	RFX5
mitotic nuclear division	GO:BP	0.0606777495069907	FALSE	5	SOX6
mitotic nuclear division	GO:BP	5.44275158237345e-05	TRUE	8	SREBF2
mitotic nuclear division	GO:BP	0.252111254565285	FALSE	1	TBX21
mitotic nuclear division	GO:BP	0.244895400560389	FALSE	2	ZHX2
rRNA processing	GO:BP	0.398931800388635	FALSE	17	BCL11A
rRNA processing	GO:BP	0.189731115758687	FALSE	25	E2F8
rRNA processing	GO:BP	0.346697733310447	FALSE	26	EBF1
rRNA processing	GO:BP	0.197217425655553	FALSE	21	ESRRA
rRNA processing	GO:BP	0.179307347595504	FALSE	6	GABPA
rRNA processing	GO:BP	0.801027452256539	FALSE	1	GATA1
rRNA processing	GO:BP	1	FALSE	-1	GATA2
rRNA processing	GO:BP	1	FALSE	-1	HIC1
rRNA processing	GO:BP	0.0251103275856222	TRUE	9	MAZ
rRNA processing	GO:BP	1.39525073816741e-32	TRUE	112	MYC
rRNA processing	GO:BP	0.000188274841519818	TRUE	27	PAX5
rRNA processing	GO:BP	0.00277681002050513	TRUE	27	RFX5
rRNA processing	GO:BP	0.873548705310266	FALSE	1	SOX6
rRNA processing	GO:BP	0.0134095944522102	TRUE	15	SREBF2
rRNA processing	GO:BP	0.705587516807594	FALSE	4	TBX21
rRNA processing	GO:BP	0.106040728425763	FALSE	1	ZHX2
cellular response to stress	GO:BP	0.00745554387510945	TRUE	137	BCL11A
cellular response to stress	GO:BP	1.1334605080099e-31	TRUE	294	E2F8
cellular response to stress	GO:BP	0.245907892653006	FALSE	179	EBF1
cellular response to stress	GO:BP	1.8893677383726e-07	TRUE	147	ESRRA
cellular response to stress	GO:BP	1.59349857024048e-05	TRUE	59	GABPA
cellular response to stress	GO:BP	1.85512637267778e-05	TRUE	256	GATA1
cellular response to stress	GO:BP	0.223885086543653	FALSE	22	GATA2
cellular response to stress	GO:BP	0.0922920331729275	FALSE	9	HIC1
cellular response to stress	GO:BP	0.000116904097070943	TRUE	74	MAZ
cellular response to stress	GO:BP	4.37620373846191e-05	TRUE	317	MYC
cellular response to stress	GO:BP	0.239660647226404	FALSE	93	PAX5
cellular response to stress	GO:BP	3.92245994575061e-08	TRUE	179	RFX5
cellular response to stress	GO:BP	0.0017204459207539	TRUE	119	SOX6
cellular response to stress	GO:BP	2.68933474971722e-06	TRUE	100	SREBF2
cellular response to stress	GO:BP	0.113988312064652	FALSE	64	TBX21
cellular response to stress	GO:BP	3.10948894658267e-07	TRUE	47	ZHX2
rRNA metabolic process	GO:BP	0.460319915996503	FALSE	19	BCL11A
rRNA metabolic process	GO:BP	0.139622723883641	FALSE	28	E2F8
rRNA metabolic process	GO:BP	0.263858234312261	FALSE	32	EBF1
rRNA metabolic process	GO:BP	0.163989173106908	FALSE	24	ESRRA
rRNA metabolic process	GO:BP	0.239055748977725	FALSE	6	GABPA
rRNA metabolic process	GO:BP	0.847967056703367	FALSE	1	GATA1
rRNA metabolic process	GO:BP	0.911136161746416	FALSE	1	GATA2
rRNA metabolic process	GO:BP	0.248388943860356	FALSE	2	HIC1
rRNA metabolic process	GO:BP	0.0116397264898201	TRUE	11	MAZ
rRNA metabolic process	GO:BP	2.22710667614421e-31	TRUE	122	MYC
rRNA metabolic process	GO:BP	0.00013152694912366	TRUE	31	PAX5
rRNA metabolic process	GO:BP	0.00556171972468483	TRUE	29	RFX5
rRNA metabolic process	GO:BP	0.911723084157451	FALSE	1	SOX6
rRNA metabolic process	GO:BP	0.00106070773496502	TRUE	20	SREBF2
rRNA metabolic process	GO:BP	0.426629140930078	FALSE	7	TBX21
rRNA metabolic process	GO:BP	0.0823597694959702	FALSE	2	ZHX2
sister chromatid segregation	GO:BP	0.504003174602759	FALSE	14	BCL11A
sister chromatid segregation	GO:BP	4.62730892096216e-31	TRUE	66	E2F8
sister chromatid segregation	GO:BP	0.719672577256845	FALSE	22	EBF1
sister chromatid segregation	GO:BP	0.224298131395317	FALSE	22	ESRRA
sister chromatid segregation	GO:BP	0.17556906302681	FALSE	6	GABPA
sister chromatid segregation	GO:BP	0.000173273090259759	TRUE	8	GATA1
sister chromatid segregation	GO:BP	0.472944188175892	FALSE	3	GATA2
sister chromatid segregation	GO:BP	0.196760326573813	FALSE	2	HIC1
sister chromatid segregation	GO:BP	0.0846961066314558	FALSE	13	MAZ
sister chromatid segregation	GO:BP	0.153242966143751	FALSE	38	MYC
sister chromatid segregation	GO:BP	0.198870422024086	FALSE	14	PAX5
sister chromatid segregation	GO:BP	0.00366793782290845	TRUE	26	RFX5
sister chromatid segregation	GO:BP	0.040248152679953	TRUE	5	SOX6
sister chromatid segregation	GO:BP	0.00104968355030448	TRUE	18	SREBF2
sister chromatid segregation	GO:BP	0.630179397583353	FALSE	6	TBX21
sister chromatid segregation	GO:BP	0.0840212786480524	FALSE	4	ZHX2
nuclear chromosome segregation	GO:BP	0.515336008754681	FALSE	24	BCL11A
nuclear chromosome segregation	GO:BP	1.51988906733589e-30	TRUE	68	E2F8
nuclear chromosome segregation	GO:BP	0.601697203909272	FALSE	5	EBF1
nuclear chromosome segregation	GO:BP	0.269991118775974	FALSE	28	ESRRA
nuclear chromosome segregation	GO:BP	0.136859085279669	FALSE	8	GABPA
nuclear chromosome segregation	GO:BP	0.000206987566700371	TRUE	9	GATA1
nuclear chromosome segregation	GO:BP	0.669800742674357	FALSE	3	GATA2
nuclear chromosome segregation	GO:BP	0.271100917515771	FALSE	2	HIC1
nuclear chromosome segregation	GO:BP	0.24118086488997	FALSE	13	MAZ
nuclear chromosome segregation	GO:BP	0.193706777281947	FALSE	49	MYC
nuclear chromosome segregation	GO:BP	0.31602012551724	FALSE	12	PAX5
nuclear chromosome segregation	GO:BP	0.00130943488283604	TRUE	34	RFX5
nuclear chromosome segregation	GO:BP	0.0632366086673833	FALSE	10	SOX6
nuclear chromosome segregation	GO:BP	0.00281770626050436	TRUE	4	SREBF2
nuclear chromosome segregation	GO:BP	0.662244409707469	FALSE	8	TBX21
nuclear chromosome segregation	GO:BP	0.144431647664021	FALSE	4	ZHX2
organelle fission	GO:BP	0.412021156740845	FALSE	13	BCL11A
organelle fission	GO:BP	3.39526948789535e-30	TRUE	95	E2F8
organelle fission	GO:BP	0.394495470568242	FALSE	23	EBF1
organelle fission	GO:BP	0.213139265160081	FALSE	33	ESRRA
organelle fission	GO:BP	0.307288405073092	FALSE	10	GABPA
organelle fission	GO:BP	0.00291112575030188	TRUE	8	GATA1
organelle fission	GO:BP	0.133585112007385	FALSE	2	GATA2
organelle fission	GO:BP	0.419900858984956	FALSE	2	HIC1
organelle fission	GO:BP	0.191828709246287	FALSE	20	MAZ
organelle fission	GO:BP	0.408559070469563	FALSE	65	MYC
organelle fission	GO:BP	0.567470132164726	FALSE	18	PAX5
organelle fission	GO:BP	0.000973140370966459	TRUE	45	RFX5
organelle fission	GO:BP	0.113976983191816	FALSE	12	SOX6
organelle fission	GO:BP	0.000258601577132815	TRUE	10	SREBF2
organelle fission	GO:BP	0.296834288608918	FALSE	2	TBX21
organelle fission	GO:BP	0.437879855339313	FALSE	2	ZHX2
nuclear division	GO:BP	0.53170110193094	FALSE	1	BCL11A
nuclear division	GO:BP	3.81254682078715e-30	TRUE	90	E2F8
nuclear division	GO:BP	0.498232136311067	FALSE	2	EBF1
nuclear division	GO:BP	0.262237198661005	FALSE	29	ESRRA
nuclear division	GO:BP	0.288122740796058	FALSE	8	GABPA
nuclear division	GO:BP	0.00168169340373363	TRUE	8	GATA1
nuclear division	GO:BP	0.121177243618048	FALSE	2	GATA2
nuclear division	GO:BP	0.378244668160218	FALSE	2	HIC1
nuclear division	GO:BP	0.210435330834455	FALSE	18	MAZ
nuclear division	GO:BP	0.451786558253051	FALSE	58	MYC
nuclear division	GO:BP	0.676996172006592	FALSE	15	PAX5
nuclear division	GO:BP	0.00290886290162698	TRUE	40	RFX5
nuclear division	GO:BP	0.0804417891875405	FALSE	12	SOX6
nuclear division	GO:BP	0.000153746916888006	TRUE	9	SREBF2
nuclear division	GO:BP	0.267360171181789	FALSE	2	TBX21
nuclear division	GO:BP	0.396638783984603	FALSE	2	ZHX2
cell division	GO:BP	0.31693192432522	FALSE	8	BCL11A
cell division	GO:BP	1.77043714590251e-29	TRUE	109	E2F8
cell division	GO:BP	0.277867642486258	FALSE	21	EBF1
cell division	GO:BP	0.396907492887293	FALSE	50	ESRRA
cell division	GO:BP	0.125909123189286	FALSE	4	GABPA
cell division	GO:BP	0.0042304911601434	TRUE	70	GATA1
cell division	GO:BP	0.481492108901691	FALSE	1	GATA2
cell division	GO:BP	0.221077821042349	FALSE	3	HIC1
cell division	GO:BP	0.210435330834455	FALSE	7	MAZ
cell division	GO:BP	0.122986350290211	FALSE	1	MYC
cell division	GO:BP	0.156509583806459	FALSE	7	PAX5
cell division	GO:BP	0.000860284590256807	TRUE	44	RFX5
cell division	GO:BP	0.129800460676334	FALSE	11	SOX6
cell division	GO:BP	0.00111701179044629	TRUE	6	SREBF2
cell division	GO:BP	0.420488878068222	FALSE	1	TBX21
cell division	GO:BP	0.0394785652026066	TRUE	14	ZHX2
regulation of cell cycle	GO:BP	0.0966602332178263	FALSE	87	BCL11A
regulation of cell cycle	GO:BP	4.51978017977762e-29	TRUE	206	E2F8
regulation of cell cycle	GO:BP	0.0679175280676248	FALSE	136	EBF1
regulation of cell cycle	GO:BP	0.0322348698156551	TRUE	102	ESRRA
regulation of cell cycle	GO:BP	0.17556906302681	FALSE	20	GABPA
regulation of cell cycle	GO:BP	0.0073350334327167	TRUE	152	GATA1
regulation of cell cycle	GO:BP	0.300036290088759	FALSE	2	GATA2
regulation of cell cycle	GO:BP	0.470093944515973	FALSE	4	HIC1
regulation of cell cycle	GO:BP	0.000661075948671199	TRUE	63	MAZ
regulation of cell cycle	GO:BP	0.0437220439445417	TRUE	185	MYC
regulation of cell cycle	GO:BP	0.0540370147215563	FALSE	61	PAX5
regulation of cell cycle	GO:BP	0.000166595189008703	TRUE	26	RFX5
regulation of cell cycle	GO:BP	0.0118693941329685	TRUE	69	SOX6
regulation of cell cycle	GO:BP	1.13174080754115e-08	TRUE	37	SREBF2
regulation of cell cycle	GO:BP	0.459354770370616	FALSE	34	TBX21
regulation of cell cycle	GO:BP	2.3194017977492e-06	TRUE	30	ZHX2
cell cycle phase transition	GO:BP	0.265333424311231	FALSE	43	BCL11A
cell cycle phase transition	GO:BP	4.51978017977762e-29	TRUE	131	E2F8
cell cycle phase transition	GO:BP	0.338305880635483	FALSE	60	EBF1
cell cycle phase transition	GO:BP	0.0318216524892398	TRUE	54	ESRRA
cell cycle phase transition	GO:BP	0.233150620314635	FALSE	12	GABPA
cell cycle phase transition	GO:BP	0.0490070769259532	TRUE	5	GATA1
cell cycle phase transition	GO:BP	0.981548250715711	FALSE	2	GATA2
cell cycle phase transition	GO:BP	1	FALSE	-1	HIC1
cell cycle phase transition	GO:BP	0.0360091923979703	TRUE	29	MAZ
cell cycle phase transition	GO:BP	0.110444766904218	FALSE	1	MYC
cell cycle phase transition	GO:BP	0.282079373343533	FALSE	26	PAX5
cell cycle phase transition	GO:BP	0.0144856852919634	TRUE	10	RFX5
cell cycle phase transition	GO:BP	0.0148094299148575	TRUE	40	SOX6
cell cycle phase transition	GO:BP	1.17043020833996e-05	TRUE	11	SREBF2
cell cycle phase transition	GO:BP	0.178260581827019	FALSE	21	TBX21
cell cycle phase transition	GO:BP	6.9875218276626e-05	TRUE	18	ZHX2
DNA repair	GO:BP	0.0295445321043767	TRUE	50	BCL11A
DNA repair	GO:BP	4.92508841896116e-29	TRUE	142	E2F8
DNA repair	GO:BP	0.12032871310684	FALSE	83	EBF1
DNA repair	GO:BP	0.0454814714669783	TRUE	58	ESRRA
DNA repair	GO:BP	9.80366087830677e-06	TRUE	28	GABPA
DNA repair	GO:BP	0.278235544998698	FALSE	71	GATA1
DNA repair	GO:BP	0.96484046190997	FALSE	3	GATA2
DNA repair	GO:BP	0.20399237160146	FALSE	3	HIC1
DNA repair	GO:BP	0.00462094940502641	TRUE	38	MAZ
DNA repair	GO:BP	9.48694303164257e-07	TRUE	143	MYC
DNA repair	GO:BP	0.174525330716035	FALSE	37	PAX5
DNA repair	GO:BP	9.43188045635626e-07	TRUE	76	RFX5
DNA repair	GO:BP	0.217388664677441	FALSE	11	SOX6
DNA repair	GO:BP	0.000779023323196488	TRUE	30	SREBF2
DNA repair	GO:BP	0.272193692646846	FALSE	18	TBX21
DNA repair	GO:BP	0.000396098796108475	TRUE	19	ZHX2
chromosome organization	GO:BP	0.354819701360015	FALSE	36	BCL11A
chromosome organization	GO:BP	9.61973895218593e-29	TRUE	102	E2F8
chromosome organization	GO:BP	0.55582770958048	FALSE	49	EBF1
chromosome organization	GO:BP	0.497431079543422	FALSE	45	ESRRA
chromosome organization	GO:BP	0.0153252354087118	TRUE	17	GABPA
chromosome organization	GO:BP	0.0179961042545698	TRUE	7	GATA1
chromosome organization	GO:BP	0.723094797979429	FALSE	5	GATA2
chromosome organization	GO:BP	0.256018194915825	FALSE	3	HIC1
