,BCL11A_(+),BHLHE40_(+),E2F1_(+),E2F7_(+),E2F8_(+),EBF1_(+),EP300_(+),ESRRA_(+),ETV6_(+),GABPA_(+),GATA1_(+),GATA2_(+),HIC1_(+),IRF1_(+),IRF2_(+),IRF4_(+),MAZ_(+),MYBL2_(+),MYC_(+),NFIL3_(+),PAX5_(+),RFX5_(+),SOX6_(+),SREBF2_(+),STAT3_(+),TBX21_(+),VEZF1_(+),ZHX2_(+),ZNF148_(+),ZNF549_(+)
SRR6870308,0.0322267946712928,0.0,0.005847232527500064,0.01955565163108913,0.017044791281051106,0.01892713476357407,0.15769321595872834,0.010879290351348995,0.11256398047819902,0.01419055786528075,0.049204167104152964,0.0144227724396189,0.0,0.13711391143131185,0.13751957349581112,0.057728145512276036,0.04203550428944383,0.014232821255019153,0.08787307790303515,0.19809953232457994,0.02553252298294717,0.16990277106692206,0.04512281247721797,0.0,0.1905155747759839,0.04640634195744716,0.0982850932877726,0.011568129084822614,0.07640221393739167,0.026267033080412217
SRR6870309,0.024601411417269584,0.0,0.003657217392661479,0.01338532620368237,0.013278758394110676,0.01362969171317558,0.1974992102512708,0.02378398050215126,0.23417585151074946,0.002194204756625781,0.04236961372975179,0.013894189156491508,0.0,0.19702279607354187,0.2333990555978675,0.04916851381779565,0.0399301606959997,0.01298275038236791,0.05029261979398157,0.24467496216605325,0.017763739425871682,0.1966966180736261,0.03886129665878554,0.0,0.23007295876937006,0.08026494569383262,0.0918636095342472,0.0330992401565738,0.07012337078082545,0.015213218617233275
SRR6870310,0.02397370615135216,0.0,0.003639236972835218,0.01356615838309339,0.013453328618590608,0.013477204888724793,0.18453891301333114,0.024160126179192585,0.2329178543319409,0.004593475378356774,0.04211975263396348,0.013592141566132995,0.0,0.19648684209654144,0.2324088347296268,0.05082144184082547,0.04007289585487727,0.012907238989640343,0.04973308399680512,0.24637891352598715,0.017444265950613356,0.1944327821007708,0.03900770449578682,0.0,0.2272434423081728,0.08134665921635545,0.09132185841601334,0.02584840326608689,0.06964140395499356,0.015538780372114343
SRR6870311,0.0148902476600089,0.0,0.0020317874403674887,0.004801554511340576,0.009280714479751116,0.011062200552974109,0.2627690074686083,0.03085616221459143,0.15868690409247674,0.0,0.10810152109083518,0.012610486897467837,0.0,0.15374219245583928,0.1517726123381569,0.014559419105507516,0.038074603630591314,0.002769554684691933,0.030500351941677224,0.28701291403778,0.012763725987701691,0.0677150338462291,0.12405208366495815,0.0,0.28464218865681457,0.04798822667395914,0.1348487734111576,0.0487632618360226,0.08382459576544292,0.007502454369178866
SRR6870312,0.014853024652517453,0.0,0.0026467177984256128,0.005208636073187193,0.009282962295413463,0.010694265376084595,0.2552401434263443,0.030252078687103705,0.15792783366196705,0.0,0.10831265401275013,0.012855900564634124,0.0,0.1535073314521651,0.15230671744097488,0.013313628220893596,0.03761071436423922,0.0032682570640283656,0.030983642917099357,0.29182445048707645,0.012485936194453259,0.06874128525054425,0.12426619476575028,0.0,0.2821910489424161,0.04857158198976313,0.1350178514757977,0.05236100533130236,0.08458612610640717,0.007656874110057443
SRR6870313,0.019666146460933214,0.0,0.0014887787616144072,0.009269013702888068,0.009602577381889514,0.012715410375644066,0.2207304500083516,0.04261698371675009,0.2623801334185143,0.0,0.0479003432482342,0.012383951204698951,0.0,0.20301100927525967,0.2401202741812643,0.01833579891033524,0.038931014583856734,0.002744154615302388,0.031962321681768845,0.2884294564896324,0.0200090801461079,0.11154440332401357,0.04903577478887941,0.0,0.28593332723619586,0.04508664719411692,0.11051109760861404,0.014723073380683328,0.07597106917958052,0.006673068815060706
SRR6870314,0.01995551823113629,0.0,0.0013916844945525981,0.009205270260046555,0.009651057298066644,0.012621367839395416,0.21330260291433892,0.040625019088589384,0.2627799426676823,0.0,0.04824467918621112,0.01268599879505746,0.0,0.20304632592200772,0.2405254531607007,0.01832848506952537,0.03718250888760651,0.002653317079010963,0.03189466482239367,0.2895547933503374,0.01979548930836376,0.11055358314752843,0.04947853981729915,0.0,0.2876841251679775,0.04370541750990571,0.1118352402959973,0.0177119679767619,0.07671919867673832,0.006626331368106975
SRR6870315,0.035760891056119536,0.0,0.004894270276708233,0.014677126912517425,0.015589269887905991,0.027810886435952174,0.198095121634596,0.03000549429882105,0.2103425983106456,0.0,0.04022501705364133,0.013894189156491508,0.0,0.16739170522796404,0.2056036557501904,0.05545597896734419,0.042606444924954114,0.013369089742879404,0.06393422000781601,0.20085516489374225,0.04060381095344729,0.2050869209541849,0.03502764173180955,0.0,0.21470251979468846,0.07417672114746737,0.09544800248388273,0.04987025983457022,0.07734111582420941,0.02023186019578712
SRR6870316,0.03564193688077575,0.0,0.004822348597403188,0.01487616581279005,0.015311573525943999,0.027464178288498595,0.18613701885694006,0.034009999045168667,0.20785798232708488,0.0007587437008892886,0.03989395554132908,0.01393194510528632,0.0,0.16803387428519914,0.2062867936024372,0.054636828796639135,0.04235665839691837,0.013099031039013949,0.06292690823990951,0.20084073749809214,0.04036846549334032,0.2026675638397041,0.03487332199419832,0.0,0.21433149126675494,0.07377423797345563,0.0948691820495582,0.047877663437184505,0.07734250647781198,0.019977955994097168
SRR6870317,0.029366588672461506,0.0,0.0040635748807349775,0.011637401321664513,0.014796185845632354,0.02232661754361615,0.2088414640900256,0.03478929572991068,0.1765748564770662,0.005188166387161893,0.05229130719721749,0.014252870670042238,0.0,0.15289355888792333,0.16439823305407464,0.053778671474948136,0.04328443692962256,0.012234180201782456,0.06135383779463763,0.1849816126639123,0.029330809053391468,0.18128528817032827,0.050493787368424616,0.006331444640660178,0.18827063738789585,0.10263758187170566,0.0881778365373881,0.05584804902672736,0.05868452850247804,0.019359623816788945
SRR6870318,0.03062653524287545,0.0,0.0042937242545111175,0.011900940618162395,0.01564622467664792,0.022927190569474433,0.20277823191098807,0.034349173138569174,0.17671558212422794,0.0038962514369990492,0.05256204924575143,0.014064090926068168,0.0,0.15212860350104102,0.1645884539223153,0.053125301695933415,0.04464042093895945,0.012285841359862888,0.06111397581152901,0.18759411028149367,0.030817628465228637,0.18506263331783349,0.05072383529758825,0.009319317392432394,0.19198216621196265,0.0995343875427725,0.08760941650320228,0.05529455002745355,0.05769257107367181,0.019798485504222425
SRR6870319,0.019854680718965963,0.0,0.011037928005464034,0.010076523604734721,0.006266484804204169,0.007569934467243136,0.13990138441955352,0.05150270197978008,0.2352911088900075,0.0,0.20178674953341574,0.005097053087299873,0.0,0.1782172384741989,0.2300138309215537,0.0031449515482425807,0.036076311406305364,0.0049903387176744845,0.03370306094558971,0.20769299109525954,0.014827626058021353,0.16509541190683658,0.22460766862850406,0.0,0.21096951156163105,0.04515324781472379,0.09485362915760766,0.07095857170690235,0.07730883580422278,0.005003748304052862
SRR6870320,0.01886255286271869,0.0,0.011017106679305224,0.009914495740961949,0.006641080246745762,0.007358143879763709,0.1392704715497728,0.05537185858079915,0.2316649985421247,0.0,0.20172539416128013,0.0060220738327728136,0.0,0.17864843564091296,0.23076265041888805,0.005046550158807863,0.035648105929672665,0.004929679907895043,0.03386301416814118,0.20899980940651008,0.014077116941541476,0.16495368699551655,0.2256491008030768,0.0,0.20820680736734684,0.04158864822549339,0.09399294833787293,0.06990692360828211,0.07609028612023616,0.005144058626983145
SRR6870321,0.02885921213903305,0.0,0.006275634010280556,0.026949771481749398,0.018934141097029424,0.018148430582976573,0.16888748882943067,0.027199833338530783,0.19611616295277284,0.02642191645534629,0.04336285746145181,0.0020199432605225425,0.0,0.13385793931873605,0.17749343488194974,0.06802847131950465,0.0412861447053366,0.013076084874633222,0.07285178179185645,0.1726272059677783,0.020395795181396784,0.13156869096036503,0.042810540686101184,0.0,0.14059528034076746,0.054067599576592816,0.10578566626394537,0.012896526683079758,0.11086610791328676,0.021188785743164764
SRR6870322,0.028456961736067876,0.0,0.0059378178825847654,0.02630142098874765,0.0192345282468262,0.01802426645222703,0.16515030480091908,0.02444946900768591,0.19750815426944388,0.02114126536302195,0.04437140303945871,0.0030015979291877037,0.0,0.1340396132402957,0.1743096420411272,0.06952537073859065,0.04092930680814268,0.013571170972904023,0.0730791010849892,0.17579325997635425,0.019797213450928646,0.13528207176736295,0.043825147750034425,0.0,0.1396261067972042,0.056873730608968026,0.10450217101196656,0.01981526417400237,0.11054301272629252,0.02104880202713143
SRR6870323,0.05298051823663452,0.0,0.003714754736105513,0.012669288142313292,0.017318599529434982,0.042362135041004535,0.2046962247573932,0.036384217698972224,0.16532963167460288,0.015113354258254209,0.082082522087601,0.01566871874984776,0.0,0.14265960598871694,0.16329535415079968,0.06503711042826926,0.0430703341913062,0.014347293771132376,0.06700632607143893,0.18786861046715148,0.06495909953510524,0.2003918129406759,0.09900583201264246,0.0,0.18031816883290275,0.06801635037237426,0.1063410857979578,0.04488876884110594,0.0950147217540238,0.02194915925995711
SRR6870324,0.053144777815483414,0.0,0.003941308025916402,0.012402282796110902,0.016939842590329306,0.04271314056259064,0.20493680459467611,0.03354608604348437,0.16399302954862266,0.014272584211322837,0.08300203874164068,0.014290626618837053,0.0,0.14384592184866207,0.1606582178217822,0.06328422658083792,0.04317738556046438,0.01402652103041796,0.06665786416677738,0.18718482784699972,0.06415940164545067,0.19904197722555927,0.10025361409026612,0.0,0.1808254220336456,0.06804850423484499,0.1068068615160959,0.05308055403035832,0.0973721745974869,0.021649856699590932
SRR6870325,0.0438712455621048,0.0,0.0040599787967697245,0.013997821010085766,0.015939503868809702,0.032158809680932564,0.21569909709456647,0.034876741562522004,0.20345864947796088,0.010663424985471084,0.03730843187226599,0.013837555233299286,0.0,0.1532218817382843,0.18089291698400609,0.034075184333167884,0.04282054766327046,0.011818264828269916,0.06473563392373863,0.18481569761393654,0.045942516985466544,0.2712928353354067,0.037661927877751335,0.0,0.1836053097551223,0.05584315399209932,0.09862391733265803,0.04577436723994403,0.08191952675299366,0.01951662375215344
SRR6870326,0.04504929601780898,0.0,0.003664409560591983,0.013082823727747613,0.015343255576428178,0.03197084453515524,0.20858936477618764,0.02972772518346747,0.20401376047710396,0.009474042967860849,0.036928001927381486,0.01404521295167076,0.0,0.1534492923082226,0.18083137852246764,0.03378506864770984,0.04303465040158681,0.0102839284332811,0.0652561070929377,0.1822385091488672,0.045753571244385186,0.2676622319102417,0.03773189168457362,0.0,0.1834482839704484,0.05564287222188362,0.09844992531749368,0.04090357604633451,0.08410201008864407,0.020255702499264564
SRR6870327,0.03378078650620344,0.0,0.012317918132055898,0.00821254581709353,0.011357817655310165,0.02282183494597461,0.21022380127662385,0.043166413598855743,0.12023880214753167,0.008838338786034686,0.1961585558371993,0.004549591829775072,0.0,0.11615244754039572,0.12901118050266566,0.021078489214035163,0.038966698373576115,0.0120201308034692,0.07109295546505648,0.1404905618255667,0.03075596501349623,0.10082222397113827,0.21828670052834545,0.0,0.1584313293685359,0.054142998517776264,0.09654813104809508,0.08750819178518925,0.08392055086401941,0.022626835910441383
SRR6870328,0.03300993485918706,0.0,0.01315368400642016,0.008119161673330712,0.01090114656520553,0.021984526574881685,0.20747153249356348,0.03943646304754513,0.1205368967010675,0.00984316152505023,0.19703062788847325,0.005191442959286908,0.0,0.1163892440660013,0.13140569687738005,0.020447060957450025,0.03989447690628031,0.01237035040428946,0.07096828461616199,0.14243180587711352,0.030234056917090087,0.0984439419968852,0.21819899145872654,0.0,0.15577014364411287,0.056346471252234034,0.09690596683360103,0.08424254768947377,0.08314372333342702,0.02321574080633429
SRR6870329,0.023099350351303817,0.0,0.0024920861879197693,0.011754171341019809,0.011350223683477908,0.010984228197202382,0.2292801168961036,0.0325581410301955,0.24482578827431506,0.010868490850576295,0.047868378076065116,0.0004530713855377665,0.0,0.19080290354803706,0.2255163442498096,0.04088680807409018,0.03707545751844834,0.004862778708180885,0.05183523495957483,0.22373359737998494,0.014442229484693847,0.08719311618275866,0.05134928987866347,0.0,0.23028108293753755,0.03519962776171951,0.1326796459207627,0.022306009670734515,0.12511377548167288,0.011326955811099323
SRR6870330,0.022598351763028983,0.0,0.002499278355850273,0.01179859255274999,0.010950902268650484,0.01076388283703126,0.22042518387964447,0.033691078949762684,0.24401387284560566,0.011422168686360371,0.047691533720777855,0.0005852172063196151,0.0,0.19011918705427486,0.22221678598629094,0.041076967935146716,0.035719473509111435,0.004323608421681447,0.05174627297456833,0.22025052033541415,0.0144270164620625,0.08777036300076789,0.05160525870125398,0.0,0.2314937651493424,0.03592636904134405,0.13197070121406065,0.02202926017109761,0.12413993869071815,0.011551008142407924
SRR6870331,0.030792004432012094,0.0,0.0034989896981903823,0.01466644988584147,0.013286959883689513,0.019914511436931574,0.17852131568372304,0.0339868516188892,0.20992582777820387,0.019747842809632026,0.037945278732971606,0.0066261690134898354,0.0,0.15773042819445632,0.1805901599390708,0.062296858071505964,0.04242802597635715,0.009887515146943922,0.04673720336901693,0.20070367723941654,0.031200590954935117,0.2021103842657756,0.03672497046694719,0.0,0.19449808330189614,0.03494314338612379,0.12425088494046868,0.01300722648293452,0.11509339987793432,0.006552060959740246
SRR6870332,0.03156689727703529,0.0,0.004092343552456993,0.015527105883157234,0.014918509543906356,0.019917549580504332,0.18232584434440224,0.03235013568571196,0.20928914360731615,0.01804579612925876,0.03789491878811449,0.0063996333207209525,0.0,0.1574109079917833,0.18086884996191926,0.06159472935375877,0.04228529081747958,0.00992720813673572,0.047299414423097035,0.2060452306446996,0.03239126352621536,0.20291871794140176,0.03635107664955122,0.0,0.19747580768512904,0.03584969034444039,0.12158864490037848,0.017767317876689278,0.11386583201604022,0.00674978877515457
SRR6870333,0.014498443891347088,0.0,0.002068755183530281,0.013182861093357014,0.007694060381006577,0.01009962872286518,0.21872606108778414,0.037242922915534084,0.2740648674738082,0.0032195340821518465,0.04442253251623842,0.009684400865869759,0.0,0.1869565442183905,0.2409888194973344,0.007733167682965479,0.035719473509111435,0.003446617212301056,0.0279759368783602,0.27829041436239643,0.01315906173581501,0.05580700578845926,0.04869661798273285,0.0,0.2636991996433061,0.03824192704763182,0.15252978760474584,0.025460953966595232,0.13030011273986614,0.007159157859793343
SRR6870334,0.014903553373174231,0.0,0.0019041264596010355,0.013099715740100614,0.00727979402961327,0.009947661580867628,0.21078958479818985,0.036899890917753655,0.27394799363125016,0.001886605958967961,0.04504342638824114,0.009967570481830864,0.0,0.1860424741007943,0.2406857578065499,0.00702128717747181,0.03600494382686658,0.0036764663147939095,0.028509340455926974,0.2800076541130607,0.01306585661716028,0.055566198859490726,0.049117531095182236,0.0,0.2630498431946619,0.038773985488316655,0.15274082508187214,0.02606980286579642,0.12913588282841582,0.007371289039363219
SRR6870335,0.024714702417175237,0.0,0.002589180454981578,0.011692698758329527,0.00970664517187877,0.014823981954066787,0.2500289094555851,0.0404363032660054,0.2665092518234837,0.0,0.06385840790208654,0.015196769389912584,0.0,0.20561179395706192,0.2596534348819497,0.02354812946083341,0.038038919840871925,0.007117702156461586,0.0360637231461153,0.2408444886209612,0.0217140543024786,0.21610038889691927,0.07337903523414234,0.0,0.2650150960677872,0.04084660320038111,0.11584635975499327,0.037637931950619034,0.08567884270987143,0.006750474649638167
SRR6870336,0.02502293311141017,0.0,0.003114208713908398,0.011741980407576371,0.009817547536517056,0.01498054628699679,0.25826533519239964,0.03838679156417769,0.26910003483953593,0.0,0.0637953506805067,0.014951355722746296,0.0,0.20437465076091865,0.2597596953541508,0.02367246475460114,0.03718250888760651,0.0065537345140835425,0.0368283038148136,0.23932923240939785,0.022907668058134236,0.21396604935852231,0.07445456393277221,0.0,0.2669612435718629,0.04201022108899853,0.11657021329216938,0.03835748064967499,0.08638571615015334,0.006775362095185857
SRR6870337,0.030675277039243495,0.0,0.003009922278916084,0.012035399442906214,0.01368211980195286,0.017110184992562144,0.19184447643314476,0.026040854564399196,0.17666173004983385,0.01919416497384795,0.059434635255557484,0.00721138621980945,0.0,0.1467320501883488,0.17126184310738765,0.05794999868350865,0.040536785121229366,0.010790810495980269,0.06650954249598096,0.1665973139226646,0.017386557884765102,0.13211082010123298,0.07452859671705102,0.0,0.16237517495826495,0.08036055411076468,0.1225845786301738,0.034815087054322603,0.1293690912234629,0.022561220584843864
SRR6870338,0.029190562884449888,0.0,0.002743812065487422,0.011850742656924705,0.013776588811546142,0.01664736779238414,0.1934035932791829,0.030984759027255133,0.17622227380101352,0.018189342234832404,0.05955855949247594,0.007758847477334251,0.0,0.14576073634678188,0.17237172886519422,0.058281559466889274,0.039466271429647606,0.011010327366857031,0.06587841449775221,0.1597773321315566,0.01845552627499455,0.1295346876423716,0.07362874988767927,0.0,0.16499441931039566,0.08122102986315305,0.12323376874433585,0.032656440957154746,0.13052152164980066,0.022793013499610208
SRR6870339,0.05435999629639323,0.0,0.004707273910515119,0.014113316160584234,0.015568401653310946,0.0417686976549849,0.3313834403980068,0.03867581290063935,0.2415279317617892,0.0,0.06024119350257561,0.012893656513428938,0.0,0.16208514042808178,0.20574476770754002,0.044992310715361895,0.04292759903242863,0.014069571995484987,0.050190184594858814,0.19446990331366906,0.06307354680010042,0.25344709788456754,0.07077149884740562,0.018008419607810317,0.2311806179761626,0.07101199189765324,0.0744630244783436,0.10247757222054944,0.05108481726959156,0.015765347576529466
SRR6870340,0.053796455358012765,0.0,0.003855002010750349,0.013811212081167234,0.014986824914509344,0.042299853097763136,0.3288318763410775,0.03966986626252975,0.24106292758003775,0.0,0.059588127276732336,0.01268599879505746,0.0,0.16219453718820365,0.20414001523229247,0.04679639144846229,0.04274918008383168,0.013445031645257635,0.05042227282421114,0.19334646479449694,0.06319824287560205,0.2485481819233638,0.07093738503019427,0.018223512968372067,0.229398844475626,0.0711665757240258,0.07395288008071474,0.08483755911369313,0.050474826030287835,0.015512782463117018
SRR6870341,0.0255854018952174,0.0,0.004951807620152267,0.0055004216827942215,0.009599357537832635,0.012858243099136704,0.3693339128516154,0.03324806293013625,0.25546872850853025,0.0,0.1445485063718353,0.00419091031622434,0.0,0.16761325620411008,0.20941191165270373,0.019069620938258505,0.03928785248105065,0.00620674373564331,0.03682716004555769,0.2168612213625688,0.01320997465155459,0.11412900165147148,0.1735213175801113,0.008998769699455152,0.27406798866022863,0.043050822459009035,0.08915525946326684,0.1074590632140137,0.06604268741870208,0.013673365080176931
SRR6870342,0.025051056550600533,0.0,0.004905058528603989,0.004751635427665315,0.009202314314554887,0.01294788832231953,0.3512115609466706,0.03438550173814667,0.2552954053950768,0.0,0.14440575820019505,0.004153154367429526,0.0,0.16827093595079531,0.2109596953541508,0.015790582308501708,0.03789618468199436,0.005324672512385009,0.03650118580762255,0.21300113368956344,0.013539590141900485,0.11312250394054828,0.17375355070087195,0.004660077165789276,0.27658074036357405,0.04262493041994811,0.08943855109640254,0.11208908234293913,0.06716743119604343,0.013594685478701359
SRR6870343,0.0453996431429722,0.0,0.004976980207909033,0.016005580100986346,0.019387349335978545,0.032926040871985585,0.2420131260004776,0.03234177689288882,0.18459017590811905,0.009166444170203028,0.042171577649211686,0.01344111777095374,0.003436503716720417,0.1379742907008114,0.16590927646610815,0.05431501980100502,0.041714350181969305,0.014601466668888096,0.0799246182393859,0.16322547969192194,0.04602654358046703,0.2376554309958025,0.04315685587851389,0.012915226433885992,0.16610931368653245,0.0700142623442704,0.08247631809805116,0.07090322180697498,0.07016032845383888,0.029944561418704583
SRR6870344,0.0449357575976172,0.0,0.004764811253959154,0.015439418809598374,0.01953060202062225,0.032421209344242294,0.22060107742550333,0.03641250899775823,0.18436761206916155,0.011791287243549756,0.04231404464572637,0.014101846874862982,0.00598206202540221,0.13991972886784562,0.16656907844630614,0.05639702648488034,0.041714350181969305,0.01451037082680627,0.08037390631184411,0.16053742808133106,0.04549743465334871,0.2382351862193218,0.04388603170901386,0.011311232560280542,0.1691536242376364,0.07264544010505941,0.08323886303207349,0.06509148231459998,0.06887785084515287,0.029514354814040317
SRR6870345,0.037237715252899824,0.0,0.004383626353642422,0.007059586294697649,0.013275994188363732,0.02543313933454102,0.3776899639218855,0.04723328779934525,0.19107988091271,0.0,0.0776522528158024,0.012346195255904135,0.032643363859504344,0.16417258757408176,0.16168158415841585,0.043673381422649316,0.059581476004093185,0.013158010861155771,0.055733336285162687,0.16992244895169786,0.038972214276235116,0.2140654449268596,0.08420933457336678,0.042124402634684435,0.2410166046005955,0.08786189558803682,0.039539267998846606,0.14282930976460795,0.02088357157266361,0.013135018931932084
SRR6870346,0.03617542999996262,0.0,0.00444475978105171,0.006869989391895922,0.013257373769431036,0.025129824671932463,0.3677375792351688,0.04513973168918022,0.19145965464601086,0.0,0.07832541566377789,0.012572730948673021,0.021764523539229308,0.16291521419665567,0.1614541355674029,0.04508007680508029,0.05334149855336474,0.013035746120365418,0.05551493451504213,0.16719794918367514,0.03895771119465991,0.21832220907748054,0.08480099403612235,0.05082815128512006,0.2381979408934145,0.08814648126632255,0.04025207707440752,0.13682550611948496,0.021545775533590626,0.012958455243440206
SRR6870347,0.042628398482576886,0.0,0.0037363312398970274,0.01342169980575381,0.016974774860757692,0.029447586346838632,0.301401344322914,0.04066263365629351,0.1291675926908954,0.007771996287487578,0.053141270004407784,0.015442183057078875,0.018709853568811163,0.13761248066963755,0.1366515765422696,0.036615525041128166,0.04649597800436784,0.014353019549486288,0.08307667183540518,0.1878879735507871,0.04176202907644731,0.1625500074154738,0.05749299372944201,0.0,0.19840869233245012,0.07789691770301553,0.09500739287158484,0.07747546892435217,0.06758003390582047,0.0324304318327804
SRR6870348,0.042975116776876834,0.0,0.004203822155379812,0.012981670851888486,0.01680919589892715,0.02925088653828964,0.2883741455095973,0.03952165843593484,0.12712895244941336,0.006787680134982555,0.052913355367104085,0.015026867620335924,0.01629157317556346,0.13744591972754214,0.13895689261233815,0.03619132227415591,0.05084940035013367,0.014060359088960644,0.0819854965793448,0.18621971101167176,0.04124346784502008,0.16221231332367805,0.05713982155650067,0.0,0.19944806962855655,0.07917443385073324,0.09506624100723199,0.08274810039143449,0.06658175532427535,0.03291518178923554
SRR6870349,0.041568010118500025,0.0,0.00482594468136844,0.018724676174346443,0.01627780012599311,0.027338495085962672,0.1686708340588388,0.048009048071739016,0.10967589796876442,0.010683931571981605,0.06354827173859237,0.0157819865962322,0.012918708416560088,0.12461682962833337,0.11815585681645087,0.02268265829833254,0.061484971898114485,0.01194169194511708,0.08144569564831275,0.17597398209028664,0.04419028103878778,0.19408411373486845,0.06369724245774527,0.0,0.1647267180446593,0.08568673744888909,0.07293798231855643,0.04743486423776546,0.051872348618821805,0.025415797524888012
SRR6870350,0.04210922824884279,0.0,0.00498776845980479,0.018357673302186427,0.016737296173619336,0.02853066662146762,0.16388449155024246,0.04807334647807087,0.1088723571736714,0.011012036956149943,0.06299591060377252,0.015744230647437386,0.013045986331994178,0.12393982117633336,0.1154696725057121,0.02475003730058813,0.05871100780033225,0.01197759644998298,0.08135520217565849,0.17613685979380975,0.045750832900311546,0.19322435774628546,0.06366348501514281,0.0020630549952712933,0.16120861695102956,0.08393107257020113,0.07229325292647222,0.04987025983457022,0.050124465604479834,0.026107354968492726
SRR6870351,0.02622069471657621,0.008407832663263847,0.004423183277260196,0.01122526012404235,0.013852498153981388,0.016865954227328932,0.17256486019121445,0.042050514756966494,0.1332501735748825,0.005393232252267106,0.06964601309580548,0.013856433207696693,0.0,0.14297780049143696,0.12991536938309214,0.02753173475527401,0.04253507734551532,0.011968469645388773,0.06597263006696807,0.20613786971150524,0.020691739181651958,0.1638120489377373,0.06925037944156676,0.0,0.20538226508507373,0.09125820730005724,0.09513820891369633,0.04881861173594998,0.06356500625014512,0.021817144752209392
SRR6870352,0.025205859176290583,0.0017797601987930769,0.004448355865016961,0.011313863509592051,0.013797851932676464,0.016847945231545716,0.17778451224099456,0.04137891790283032,0.1326493731189208,0.007587437008892886,0.07020096400151864,0.015007989645938516,0.0,0.14366811897096518,0.13113346534653467,0.028007134407915333,0.044854523677275805,0.011587640808405856,0.06666377687225286,0.20573352296499686,0.020720136823897145,0.1621063331908768,0.06884269050585114,0.0,0.20628044352944674,0.09045270772048364,0.0939512036125456,0.05402150232912379,0.06386559813338888,0.02148612866214924
SRR6870353,0.04596125970134942,0.0,0.00382263725506308,0.01157823943877723,0.01611826596574104,0.029379308067598375,0.3526554830271589,0.035685294022145014,0.115593636698959,0.0,0.045031913006783934,0.016537105572128476,0.057838916796510674,0.11895964370488064,0.11214708301599392,0.034726116165245985,0.06432381561356834,0.013692617745358106,0.08392036644195737,0.11535500125670207,0.043008786991161785,0.19434091174896376,0.04576461831955375,0.04174736154934175,0.16905843654095146,0.08783128809706138,0.05512739249755209,0.16078758479604668,0.03857546670440255,0.03280779344151795
SRR6870354,0.04789322726004136,0.0,0.004246975162962839,0.011526886127638036,0.015821736553635054,0.030397885675936574,0.3457699374448117,0.03732876128798709,0.11515969286720265,0.0,0.045140505800013886,0.01634832582815441,0.06304499411168568,0.11835650325426195,0.11327402894135567,0.03440674511654849,0.06717022861775056,0.01325319654491897,0.08395669565527229,0.10930954281101858,0.04299103846475855,0.1927947933026827,0.046029553962835534,0.04544495869705314,0.1654097632505626,0.08998868962559094,0.0556669251818114,0.15847174498308508,0.038939986512345696,0.03199392171500498
SRR6870355,0.03136791638469918,0.0,0.004581410971731292,0.010939171584639279,0.01312733459577546,0.0220957985832337,0.12379494091173113,0.039394990575461086,0.12079115693814277,0.007854022633529663,0.09947457988181617,0.015687596724245162,0.0021000856046624774,0.13290945403035986,0.12932118811881188,0.030705941666756057,0.05538124164449646,0.012417448160072788,0.06330047491044237,0.18176050675088212,0.034058509386460316,0.21644811661075536,0.10730609391539052,0.0049797879196203645,0.17800144499897744,0.09417706348212253,0.08201214060653989,0.03680768345170832,0.05004186920869155,0.017580955316681805
SRR6870356,0.030315637907778876,0.0,0.004383626353642422,0.011985241321320296,0.013660613673723909,0.021798220415397376,0.13189667738421046,0.04080376865819192,0.11980978768872674,0.007197811865192982,0.099664461883715,0.015706474698642572,0.0,0.1318755406370121,0.13033364813404416,0.031549471306827316,0.05498871995758315,0.012815196026327042,0.06272135933447827,0.180599101401052,0.03468204047404387,0.2124468962714747,0.10630851627562726,0.001138237238770369,0.1788778048857968,0.09522966256201017,0.08065729765544448,0.04433526984183213,0.047696595119505386,0.017113352222316608
SRR6870357,0.036689321934259216,0.0,0.0036248526369742095,0.012733071424806579,0.016128502639770927,0.024421357573668187,0.2185382050085798,0.033159009637366635,0.14956740512030403,0.011422168686360371,0.056874343354340814,0.012988046385415971,0.0,0.14310013608310018,0.14868435643564354,0.03166405481284856,0.042606444924954114,0.012440006865767907,0.06769731778936698,0.19699963324041586,0.03385637902576513,0.1841075579198671,0.06281623348696863,0.0,0.1931253229683503,0.08276004276303739,0.11069079076055167,0.05584804902672736,0.08869542321992863,0.026489681002063926
SRR6870358,0.03662301329757578,0.0,0.0037902724993758093,0.012527259783732043,0.01653815185629022,0.023506476602536783,0.21533844886703726,0.03120208764065678,0.14913595247702846,0.008407700469313741,0.0579674634503784,0.013516629668543369,0.001972807689228388,0.14339433541667082,0.14889108910891088,0.03343644223577287,0.04278486387355106,0.012235773087489936,0.06747139428244482,0.1991345081283188,0.031624679315821684,0.18437658441082413,0.06418970175713894,0.0009248177565009248,0.1914103617347268,0.08162772556641057,0.11224557901890067,0.0461618165394357,0.08989627367624632,0.02518501709150222
SRR6870359,0.041161196185812855,0.0,0.005591910565967158,0.01574638332653204,0.01635188691518861,0.030093151880474955,0.11387268408677355,0.04131397651243515,0.11846603002136538,0.020998744586773827,0.08336136575341725,0.01164771020320008,0.0,0.1293118225258959,0.12400682406702207,0.05294489362262337,0.0511705544576082,0.01434750902595771,0.07502913073672253,0.15975455203316175,0.04422821217521528,0.20233175105204096,0.09214956732264486,0.0006758283605199066,0.14489342312932152,0.1000958803650226,0.09349000788712912,0.024298606068120232,0.08922673717814217,0.026714680493373683
